State,County,Year,Unemployment_Rate
Virginia,Buckingham,2007,8.06
Virginia,Buckingham,2008,7.77
Virginia,Buckingham,2009,7.69
Virginia,Buckingham,2010,7.49
Virginia,Buckingham,2011,7.4
Virginia,Buckingham,2012,7.36
Virginia,Buckingham,2013,7.6
Virginia,Buckingham,2014,8.06
Virginia,Buckingham,2015,8.23
Virginia,Buckingham,2016,7.92
Virginia,Buckingham,2017,8.38
Virginia,Buckingham,2018,8.65
Virginia,Buckingham,2019,9.04
Virginia,Buckingham,2020,8.92
Virginia,Buckingham,2021,9.09
Virginia,Buckingham,2022,8.53
Virginia,Buckingham,2023,8.94
Virginia,Buckingham,2024,9.24
Virginia,Campbell,2005,5.78
Virginia,Campbell,2006,5.71
Virginia,Campbell,2007,6.04
Virginia,Campbell,2008,6.02
Virginia,Campbell,2009,6.06
Virginia,Campbell,2010,6.44
Virginia,Campbell,2011,6.74
Virginia,Campbell,2012,6.85
Virginia,Campbell,2013,6.86
Virginia,Campbell,2014,6.34
Virginia,Campbell,2015,6.37
Virginia,Campbell,2016,6.27
Virginia,Campbell,2017,5.88
Virginia,Campbell,2018,5.63
Virginia,Campbell,2019,5.93
Virginia,Campbell,2020,6.05
Virginia,Campbell,2021,6.07
Virginia,Campbell,2022,6.07
Virginia,Campbell,2023,5.81
Virginia,Campbell,2024,5.28
Virginia,Caroline,2005,8.07
Virginia,Caroline,2006,8.17
Virginia,Caroline,2007,8.81
Virginia,Caroline,2008,9.19
Virginia,Caroline,2009,9.22
Virginia,Caroline,2010,9.85
Virginia,Caroline,2011,9.59
Virginia,Caroline,2012,10.09
Virginia,Caroline,2013,10.36
Virginia,Caroline,2014,10.09
Virginia,Caroline,2015,10.41
Virginia,Caroline,2016,10.32
Virginia,Caroline,2017,10.12
Virginia,Caroline,2018,10.2
Virginia,Caroline,2019,10.37
Virginia,Caroline,2020,10.26
Virginia,Caroline,2021,10.37
Virginia,Caroline,2022,10.41
Virginia,Caroline,2023,10.42
Virginia,Caroline,2024,10.89
Virginia,Carroll,2005,5.13
Virginia,Carroll,2006,5.13
Virginia,Carroll,2007,4.73
Virginia,Carroll,2008,5.03
Virginia,Carroll,2009,4.59
Virginia,Carroll,2010,4.34
Virginia,Carroll,2011,4.19
Virginia,Carroll,2012,4.53
Virginia,Carroll,2013,4.57
Virginia,Carroll,2014,4.63
Virginia,Carroll,2015,4.35
Virginia,Carroll,2016,4.07
Virginia,Carroll,2017,4.48
Virginia,Carroll,2018,4.21
Virginia,Carroll,2019,4.41
Virginia,Carroll,2020,4.31
Virginia,Carroll,2021,4.35
Virginia,Carroll,2022,4.38
Virginia,Carroll,2023,3.93
Virginia,Carroll,2024,3.76
Virginia,Charles City,2005,3.42
Virginia,Charles City,2006,3.61
Virginia,Charles City,2007,3.33
Virginia,Charles City,2008,3.65
Virginia,Charles City,2009,3.7
Virginia,Charles City,2010,3.81
Virginia,Charles City,2011,3.91
Virginia,Charles City,2012,3.62
Virginia,Charles City,2013,4.29
Virginia,Charles City,2014,4.68
Virginia,Charles City,2015,4.51
Virginia,Charles City,2016,4.83
Virginia,Charles City,2017,4.37
Virginia,Charles City,2018,4.28
Virginia,Charles City,2019,4.58
Virginia,Charles City,2020,4.92
Virginia,Charles City,2021,4.46
Virginia,Charles City,2022,4.68
Virginia,Charles City,2023,5.03
Virginia,Charles City,2024,5.06
Virginia,Charlotte,2005,6.96
Virginia,Charlotte,2006,7.07
Virginia,Charlotte,2007,7.09
Virginia,Charlotte,2008,7.05
Virginia,Charlotte,2009,6.75
Virginia,Charlotte,2010,6.97
Virginia,Charlotte,2011,6.65
Virginia,Charlotte,2012,6.34
Virginia,Charlotte,2013,6.43
Virginia,Charlotte,2014,5.93
Virginia,Charlotte,2015,6.14
Virginia,Charlotte,2016,6.37
Virginia,Charlotte,2017,6.02
Virginia,Charlotte,2018,5.84
Virginia,Charlotte,2019,6.13
Virginia,Charlotte,2020,5.64
Virginia,Charlotte,2021,5.84
Virginia,Charlotte,2022,5.82
Virginia,Charlotte,2023,5.45
Virginia,Charlotte,2024,5.07
Virginia,Chesterfield,2005,4.92
Virginia,Chesterfield,2006,4.93
Virginia,Chesterfield,2007,5.2
Virginia,Chesterfield,2008,5.31
Virginia,Chesterfield,2009,5.0
Virginia,Chesterfield,2010,4.97
Virginia,Chesterfield,2011,4.85
Virginia,Chesterfield,2012,5.17
Virginia,Chesterfield,2013,4.48
Virginia,Chesterfield,2014,4.82
Virginia,Chesterfield,2015,4.84
Virginia,Chesterfield,2016,4.66
Virginia,Chesterfield,2017,4.62
Virginia,Chesterfield,2018,4.39
Virginia,Chesterfield,2019,4.86
Virginia,Chesterfield,2020,4.43
Virginia,Chesterfield,2021,5.08
Virginia,Chesterfield,2022,5.09
Virginia,Chesterfield,2023,5.35
Virginia,Chesterfield,2024,5.23
Virginia,Clarke,2005,4.99
Virginia,Clarke,2006,4.63
Virginia,Clarke,2007,4.66
Virginia,Clarke,2008,4.55
Virginia,Clarke,2009,4.99
Virginia,Clarke,2010,4.82
Virginia,Clarke,2011,4.53
Virginia,Clarke,2012,4.42
Virginia,Clarke,2013,4.94
Virginia,Clarke,2014,4.3
Virginia,Clarke,2015,4.27
Virginia,Clarke,2016,4.24
Virginia,Clarke,2017,4.29
Virginia,Clarke,2018,4.75
Virginia,Clarke,2019,5.07
Virginia,Clarke,2020,4.99
Virginia,Clarke,2021,5.17
Virginia,Clarke,2022,5.79
Virginia,Clarke,2023,5.7
Virginia,Clarke,2024,5.45
Virginia,Craig,2005,4.83
Virginia,Craig,2006,5.38
Virginia,Craig,2007,5.19
Virginia,Craig,2008,5.65
Virginia,Craig,2009,5.9
Virginia,Craig,2010,6.04
Virginia,Craig,2011,6.03
Virginia,Craig,2012,6.2
Virginia,Craig,2013,6.0
Virginia,Craig,2014,6.14
Virginia,Craig,2015,6.08
Virginia,Craig,2016,5.37
Virginia,Craig,2017,4.89
Virginia,Craig,2018,4.6
Virginia,Craig,2019,4.92
Virginia,Craig,2020,4.65
Virginia,Craig,2021,5.0
Virginia,Craig,2022,5.08
Virginia,Craig,2023,4.97
Virginia,Craig,2024,4.91
Virginia,Culpeper,2005,3.65
Virginia,Culpeper,2006,3.09
Virginia,Culpeper,2007,3.23
Virginia,Culpeper,2008,2.89
Virginia,Culpeper,2009,3.33
Virginia,Culpeper,2010,3.1
Virginia,Culpeper,2011,2.73
Virginia,Culpeper,2012,2.65
Virginia,Culpeper,2013,2.59
Virginia,Culpeper,2014,2.5
Virginia,Culpeper,2015,2.78
Virginia,Culpeper,2016,2.5
Virginia,Culpeper,2017,2.6
Virginia,Culpeper,2018,2.77
Virginia,Culpeper,2019,2.79
Virginia,Culpeper,2020,2.77
Virginia,Culpeper,2021,2.95
Virginia,Culpeper,2022,3.17
Virginia,Culpeper,2023,2.96
Virginia,Culpeper,2024,3.1
Virginia,Cumberland,2005,5.5
Virginia,Cumberland,2006,5.43
Virginia,Cumberland,2007,5.84
Virginia,Cumberland,2008,5.74
Virginia,Cumberland,2009,5.49
Virginia,Cumberland,2010,5.82
Virginia,Cumberland,2011,5.91
Virginia,Cumberland,2012,6.14
Virginia,Cumberland,2013,5.98
Virginia,Cumberland,2014,6.04
Virginia,Cumberland,2015,6.01
Virginia,Cumberland,2016,5.73
Virginia,Cumberland,2017,5.45
Virginia,Cumberland,2018,5.2
Virginia,Cumberland,2019,5.4
Virginia,Cumberland,2020,5.51
Virginia,Cumberland,2021,5.8
Virginia,Cumberland,2022,6.46
Virginia,Cumberland,2023,6.18
Virginia,Cumberland,2024,6.07
Virginia,Dickenson,2005,5.31
Virginia,Dickenson,2006,5.45
Virginia,Dickenson,2007,5.28
Virginia,Dickenson,2008,4.83
Virginia,Dickenson,2009,4.84
Virginia,Dickenson,2010,4.97
Virginia,Dickenson,2011,4.73
Virginia,Dickenson,2012,4.71
Virginia,Dickenson,2013,4.65
Virginia,Dickenson,2014,4.65
Virginia,Dickenson,2015,5.23
Virginia,Dickenson,2016,4.71
Virginia,Dickenson,2017,4.27
Virginia,Dickenson,2018,4.73
Virginia,Dickenson,2019,4.86
Virginia,Dickenson,2020,4.97
Virginia,Dickenson,2021,4.75
Virginia,Dickenson,2022,4.45
Virginia,Dickenson,2023,4.65
Virginia,Dickenson,2024,4.86
Virginia,Dinwiddie,2005,5.65
Virginia,Dinwiddie,2006,5.89
Virginia,Dinwiddie,2007,6.3
Virginia,Dinwiddie,2008,6.38
Virginia,Dinwiddie,2009,6.18
Virginia,Dinwiddie,2010,5.86
Virginia,Dinwiddie,2011,5.88
Virginia,Dinwiddie,2012,5.9
Virginia,Dinwiddie,2013,5.58
Virginia,Dinwiddie,2014,5.49
Virginia,Dinwiddie,2015,5.45
Virginia,Dinwiddie,2016,5.76
Virginia,Dinwiddie,2017,5.41
Virginia,Dinwiddie,2018,5.52
Virginia,Dinwiddie,2019,5.48
Virginia,Dinwiddie,2020,5.22
Virginia,Dinwiddie,2021,5.01
Virginia,Dinwiddie,2022,4.55
Virginia,Dinwiddie,2023,4.38
Virginia,Dinwiddie,2024,4.55
Virginia,Essex,2005,7.47
Virginia,Essex,2006,7.8
Virginia,Essex,2007,7.71
Virginia,Essex,2008,7.22
Virginia,Essex,2009,7.5
Virginia,Essex,2010,7.82
Virginia,Essex,2011,8.3
Virginia,Essex,2012,7.7
Virginia,Essex,2013,7.05
Virginia,Essex,2014,7.17
Virginia,Essex,2015,7.3
Virginia,Essex,2016,7.51
Virginia,Essex,2017,7.36
Virginia,Essex,2018,7.27
Virginia,Essex,2019,7.43
Virginia,Essex,2020,7.36
Virginia,Essex,2021,7.34
Virginia,Essex,2022,7.12
Virginia,Essex,2023,6.68
Virginia,Essex,2024,6.76
Virginia,Fairfax,2005,7.9
Virginia,Fairfax,2006,7.88
Virginia,Fairfax,2007,8.34
Virginia,Fairfax,2008,8.64
Virginia,Fairfax,2009,8.39
Virginia,Fairfax,2010,8.46
Virginia,Fairfax,2011,8.59
Virginia,Fairfax,2012,8.34
Virginia,Fairfax,2013,7.88
Virginia,Fairfax,2014,8.37
Virginia,Fairfax,2015,8.42
Virginia,Fairfax,2016,8.45
Virginia,Fairfax,2017,8.07
Virginia,Fairfax,2018,7.62
Virginia,Fairfax,2019,7.53
Virginia,Fairfax,2020,7.69
Virginia,Fairfax,2021,7.18
Virginia,Fairfax,2022,7.67
Virginia,Fairfax,2023,7.83
Virginia,Fairfax,2024,7.37
Virginia,Fauquier,2005,6.62
Virginia,Fauquier,2006,6.19
Virginia,Fauquier,2007,6.42
Virginia,Fauquier,2008,6.22
Virginia,Fauquier,2009,6.11
Virginia,Fauquier,2010,6.2
Virginia,Fauquier,2011,6.1
Virginia,Fauquier,2012,6.16
Virginia,Fauquier,2013,6.51
Virginia,Fauquier,2014,6.39
Virginia,Fauquier,2015,6.32
Virginia,Fauquier,2016,6.57
Virginia,Fauquier,2017,6.34
Virginia,Fauquier,2018,6.44
Virginia,Fauquier,2019,6.28
Virginia,Fauquier,2020,6.47
Virginia,Fauquier,2021,6.89
Virginia,Fauquier,2022,6.3
Virginia,Fauquier,2023,6.61
Virginia,Fauquier,2024,6.68
Virginia,Floyd,2005,3.67
Virginia,Floyd,2006,3.82
Virginia,Floyd,2007,3.78
Virginia,Floyd,2008,3.76
Virginia,Floyd,2009,4.04
Virginia,Floyd,2010,4.53
Virginia,Floyd,2011,4.1
Virginia,Floyd,2012,4.25
Virginia,Floyd,2013,3.82
Virginia,Floyd,2014,3.16
Virginia,Floyd,2015,3.44
Virginia,Floyd,2016,3.6
Virginia,Floyd,2017,3.57
Virginia,Floyd,2018,3.23
Virginia,Floyd,2019,3.48
Virginia,Floyd,2020,3.32
Virginia,Floyd,2021,2.97
Virginia,Floyd,2022,2.56
Virginia,Floyd,2023,2.52
Virginia,Floyd,2024,2.5
Virginia,Fluvanna,2005,7.58
Virginia,Fluvanna,2006,7.19
Virginia,Fluvanna,2007,6.83
Virginia,Fluvanna,2008,6.21
Virginia,Fluvanna,2009,6.1
Virginia,Fluvanna,2010,5.9
Virginia,Fluvanna,2011,6.19
Virginia,Fluvanna,2012,6.5
Virginia,Fluvanna,2013,6.36
Virginia,Fluvanna,2014,6.28
Virginia,Fluvanna,2015,5.74
Virginia,Fluvanna,2016,5.94
Virginia,Fluvanna,2017,5.88
Virginia,Fluvanna,2018,5.7
Virginia,Fluvanna,2019,5.02
Virginia,Fluvanna,2020,4.56
Virginia,Fluvanna,2021,4.9
Virginia,Fluvanna,2022,5.37
Virginia,Fluvanna,2023,5.55
Virginia,Fluvanna,2024,5.56
Virginia,Franklin,2005,6.64
Virginia,Franklin,2006,7.02
Virginia,Franklin,2007,7.24
Virginia,Franklin,2008,7.04
Virginia,Franklin,2009,6.96
Virginia,Franklin,2010,6.92
Virginia,Franklin,2011,7.24
Virginia,Franklin,2012,7.33
Virginia,Franklin,2013,7.18
Virginia,Franklin,2014,7.12
Virginia,Franklin,2015,6.87
Virginia,Franklin,2016,7.04
Virginia,Franklin,2017,7.29
Virginia,Franklin,2018,6.99
Virginia,Franklin,2019,6.9
Virginia,Franklin,2020,6.71
Virginia,Franklin,2021,6.47
Virginia,Franklin,2022,6.23
Virginia,Franklin,2023,5.9
Virginia,Franklin,2024,5.38
Virginia,Frederick,2005,5.24
Virginia,Frederick,2006,5.18
Virginia,Frederick,2007,4.95
Virginia,Frederick,2008,4.75
Virginia,Frederick,2009,4.75
Virginia,Frederick,2010,5.15
Virginia,Frederick,2011,4.9
Virginia,Frederick,2012,5.15
Virginia,Frederick,2013,5.05
Virginia,Frederick,2014,5.29
Virginia,Frederick,2015,5.41
Virginia,Frederick,2016,5.77
Virginia,Frederick,2017,5.78
Virginia,Frederick,2018,5.88
Virginia,Frederick,2019,5.76
Virginia,Frederick,2020,5.75
Virginia,Frederick,2021,5.6
Virginia,Frederick,2022,5.51
Virginia,Frederick,2023,5.26
Virginia,Frederick,2024,5.79
Virginia,Giles,2005,5.74
Virginia,Giles,2006,5.62
Virginia,Giles,2007,5.66
Virginia,Giles,2008,5.72
Virginia,Giles,2009,6.04
Virginia,Giles,2010,5.09
Virginia,Giles,2011,5.03
Virginia,Giles,2012,5.35
Virginia,Giles,2013,5.37
Virginia,Giles,2014,5.8
Virginia,Giles,2015,5.92
Virginia,Giles,2016,6.18
Virginia,Giles,2017,6.23
Virginia,Giles,2018,6.07
Virginia,Giles,2019,6.22
Virginia,Giles,2020,5.64
Virginia,Giles,2021,5.47
Virginia,Giles,2022,4.94
Virginia,Giles,2023,4.78
Virginia,Giles,2024,4.97
Virginia,Gloucester,2005,5.15
Virginia,Gloucester,2006,5.07
Virginia,Gloucester,2007,5.6
Virginia,Gloucester,2008,5.07
Virginia,Gloucester,2009,5.68
Virginia,Gloucester,2010,5.78
Virginia,Gloucester,2011,5.38
Virginia,Gloucester,2012,4.71
Virginia,Gloucester,2013,4.96
Virginia,Gloucester,2014,4.47
Virginia,Gloucester,2015,4.47
Virginia,Gloucester,2016,4.66
Virginia,Gloucester,2017,4.45
Virginia,Gloucester,2018,4.74
Virginia,Gloucester,2019,4.99
Virginia,Gloucester,2020,5.13
Virginia,Gloucester,2021,5.3
Virginia,Gloucester,2022,4.9
Virginia,Gloucester,2023,4.99
Virginia,Gloucester,2024,5.5
Virginia,Goochland,2005,3.41
Virginia,Goochland,2006,2.88
Virginia,Goochland,2007,2.82
Virginia,Goochland,2008,3.06
Virginia,Goochland,2009,3.18
Virginia,Goochland,2010,2.99
Virginia,Goochland,2011,2.92
Virginia,Goochland,2012,2.76
Virginia,Goochland,2013,2.86
Virginia,Goochland,2014,2.62
Virginia,Goochland,2015,2.71
Virginia,Goochland,2016,2.77
Virginia,Goochland,2017,2.5
Virginia,Goochland,2018,2.51
Virginia,Goochland,2019,2.77
Virginia,Goochland,2020,2.87
Virginia,Goochland,2021,2.84
Virginia,Goochland,2022,3.03
Virginia,Goochland,2023,3.44
Virginia,Goochland,2024,3.58
Virginia,Grayson,2005,5.62
Virginia,Grayson,2006,5.55
Virginia,Grayson,2007,5.63
Virginia,Grayson,2008,5.79
Virginia,Grayson,2009,6.26
Virginia,Grayson,2010,6.37
Virginia,Grayson,2011,6.71
Virginia,Grayson,2012,7.1
Virginia,Grayson,2013,6.99
Virginia,Grayson,2014,6.33
Virginia,Grayson,2015,5.71
Virginia,Grayson,2016,5.67
Virginia,Grayson,2017,5.52
Virginia,Grayson,2018,5.65
Virginia,Grayson,2019,5.36
Virginia,Grayson,2020,5.93
Virginia,Grayson,2021,5.78
Virginia,Grayson,2022,5.45
Virginia,Grayson,2023,5.72
Virginia,Grayson,2024,5.03
Virginia,Greene,2005,5.5
Virginia,Greene,2006,5.12
Virginia,Greene,2007,5.52
Virginia,Greene,2008,5.72
Virginia,Greene,2009,5.97
Virginia,Greene,2010,6.35
Virginia,Greene,2011,6.38
Virginia,Greene,2012,6.55
Virginia,Greene,2013,6.57
Virginia,Greene,2014,6.55
Virginia,Greene,2015,6.47
Virginia,Greene,2016,6.96
Virginia,Greene,2017,7.11
Virginia,Greene,2018,6.84
Virginia,Greene,2019,6.39
Virginia,Greene,2020,6.64
Virginia,Greene,2021,6.43
Virginia,Greene,2022,7.08
Virginia,Greene,2023,7.34
Virginia,Greene,2024,7.63
Virginia,Greensville,2005,3.46
Virginia,Greensville,2006,3.19
Virginia,Greensville,2007,2.89
Virginia,Greensville,2008,2.7
Virginia,Greensville,2009,2.5
Virginia,Greensville,2010,2.5
Virginia,Greensville,2011,2.5
Virginia,Greensville,2012,2.61
Virginia,Greensville,2013,2.97
Virginia,Greensville,2014,2.94
Virginia,Greensville,2015,2.63
Virginia,Greensville,2016,2.63
Virginia,Greensville,2017,2.5
Virginia,Greensville,2018,2.5
Virginia,Greensville,2019,2.55
Virginia,Greensville,2020,2.5
Virginia,Greensville,2021,2.5
Virginia,Greensville,2022,2.72
Virginia,Greensville,2023,2.57
Virginia,Greensville,2024,2.82
Virginia,Halifax,2005,6.1
Virginia,Halifax,2006,6.16
Virginia,Halifax,2007,6.26
