State,County,Year,Unemployment_Rate
Tennessee,Campbell,2018,6.26
Tennessee,Campbell,2019,6.35
Tennessee,Campbell,2020,6.76
Tennessee,Campbell,2021,6.36
Tennessee,Campbell,2022,6.26
Tennessee,Campbell,2023,6.72
Tennessee,Campbell,2024,6.88
Tennessee,Cannon,2005,4.76
Tennessee,Cannon,2006,4.77
Tennessee,Cannon,2007,4.88
Tennessee,Cannon,2008,4.68
Tennessee,Cannon,2009,4.64
Tennessee,Cannon,2010,4.5
Tennessee,Cannon,2011,3.97
Tennessee,Cannon,2012,3.89
Tennessee,Cannon,2013,3.69
Tennessee,Cannon,2014,3.58
Tennessee,Cannon,2015,3.61
Tennessee,Cannon,2016,3.69
Tennessee,Cannon,2017,3.74
Tennessee,Cannon,2018,3.88
Tennessee,Cannon,2019,3.34
Tennessee,Cannon,2020,2.94
Tennessee,Cannon,2021,2.98
Tennessee,Cannon,2022,2.52
Tennessee,Cannon,2023,2.65
Tennessee,Cannon,2024,2.6
Tennessee,Carroll,2005,5.61
Tennessee,Carroll,2006,5.3
Tennessee,Carroll,2007,5.02
Tennessee,Carroll,2008,4.73
Tennessee,Carroll,2009,4.67
Tennessee,Carroll,2010,4.19
Tennessee,Carroll,2011,3.89
Tennessee,Carroll,2012,3.85
Tennessee,Carroll,2013,3.81
Tennessee,Carroll,2014,3.74
Tennessee,Carroll,2015,3.9
Tennessee,Carroll,2016,4.15
Tennessee,Carroll,2017,4.84
Tennessee,Carroll,2018,5.18
Tennessee,Carroll,2019,4.93
Tennessee,Carroll,2020,5.34
Tennessee,Carroll,2021,5.54
Tennessee,Carroll,2022,5.97
Tennessee,Carroll,2023,6.15
Tennessee,Carroll,2024,6.09
Tennessee,Carter,2005,3.95
Tennessee,Carter,2006,3.6
Tennessee,Carter,2007,3.78
Tennessee,Carter,2008,3.09
Tennessee,Carter,2009,3.27
Tennessee,Carter,2010,3.59
Tennessee,Carter,2011,3.59
Tennessee,Carter,2012,3.65
Tennessee,Carter,2013,3.79
Tennessee,Carter,2014,4.07
Tennessee,Carter,2015,3.76
Tennessee,Carter,2016,4.23
Tennessee,Carter,2017,4.21
Tennessee,Carter,2018,3.73
Tennessee,Carter,2019,4.17
Tennessee,Carter,2020,3.96
Tennessee,Carter,2021,4.01
Tennessee,Carter,2022,4.21
Tennessee,Carter,2023,4.24
Tennessee,Carter,2024,4.15
Tennessee,Cheatham,2005,6.37
Tennessee,Cheatham,2006,7.04
Tennessee,Cheatham,2007,6.63
Tennessee,Cheatham,2008,6.75
Tennessee,Cheatham,2009,7.16
Tennessee,Cheatham,2010,7.3
Tennessee,Cheatham,2011,7.52
Tennessee,Cheatham,2012,7.24
Tennessee,Cheatham,2013,6.56
Tennessee,Cheatham,2014,6.38
Tennessee,Cheatham,2015,6.08
Tennessee,Cheatham,2016,6.13
Tennessee,Cheatham,2017,7.03
Tennessee,Cheatham,2018,6.96
Tennessee,Cheatham,2019,7.31
Tennessee,Cheatham,2020,7.1
Tennessee,Cheatham,2021,7.17
Tennessee,Cheatham,2022,6.95
Tennessee,Cheatham,2023,6.87
Tennessee,Cheatham,2024,6.61
Tennessee,Chester,2005,4.97
Tennessee,Chester,2006,4.9
Tennessee,Chester,2007,4.64
Tennessee,Chester,2008,4.84
Tennessee,Chester,2009,5.19
Tennessee,Chester,2010,5.41
Tennessee,Chester,2011,5.26
Tennessee,Chester,2012,4.98
Tennessee,Chester,2013,4.61
Tennessee,Chester,2014,4.68
Tennessee,Chester,2015,4.54
Tennessee,Chester,2016,4.62
Tennessee,Chester,2017,4.89
Tennessee,Chester,2018,5.29
Tennessee,Chester,2019,4.92
Tennessee,Chester,2020,5.3
Tennessee,Chester,2021,5.3
Tennessee,Chester,2022,5.55
Tennessee,Chester,2023,5.47
Tennessee,Chester,2024,5.66
Tennessee,Claiborne,2005,6.36
Tennessee,Claiborne,2006,6.48
Tennessee,Claiborne,2007,6.04
Tennessee,Claiborne,2008,6.11
Tennessee,Claiborne,2009,6.62
Tennessee,Claiborne,2010,6.65
Tennessee,Claiborne,2011,6.91
Tennessee,Claiborne,2012,6.76
Tennessee,Claiborne,2013,6.82
Tennessee,Claiborne,2014,6.83
Tennessee,Claiborne,2015,6.96
Tennessee,Claiborne,2016,6.87
Tennessee,Claiborne,2017,6.75
Tennessee,Claiborne,2018,6.79
Tennessee,Claiborne,2019,6.41
Tennessee,Claiborne,2020,6.61
Tennessee,Claiborne,2021,6.65
Tennessee,Claiborne,2022,6.56
Tennessee,Claiborne,2023,7.19
Tennessee,Claiborne,2024,6.66
Tennessee,Clay,2005,5.56
Tennessee,Clay,2006,5.16
Tennessee,Clay,2007,5.11
Tennessee,Clay,2008,5.09
Tennessee,Clay,2009,4.91
Tennessee,Clay,2010,5.06
Tennessee,Clay,2011,4.89
Tennessee,Clay,2012,5.35
Tennessee,Clay,2013,5.5
Tennessee,Clay,2014,5.44
Tennessee,Clay,2015,5.03
Tennessee,Clay,2016,5.29
Tennessee,Clay,2017,5.4
Tennessee,Clay,2018,5.21
Tennessee,Clay,2019,5.49
Tennessee,Clay,2020,5.38
Tennessee,Clay,2021,5.35
Tennessee,Clay,2022,5.73
Tennessee,Clay,2023,5.61
Tennessee,Clay,2024,5.32
Tennessee,Cocke,2005,4.8
Tennessee,Cocke,2006,5.09
Tennessee,Cocke,2007,5.36
Tennessee,Cocke,2008,5.42
Tennessee,Cocke,2009,5.06
Tennessee,Cocke,2010,4.72
Tennessee,Cocke,2011,4.18
Tennessee,Cocke,2012,3.72
Tennessee,Cocke,2013,3.77
Tennessee,Cocke,2014,4.15
Tennessee,Cocke,2015,4.07
Tennessee,Cocke,2016,4.02
Tennessee,Cocke,2017,4.01
Tennessee,Cocke,2018,3.81
Tennessee,Cocke,2019,4.06
Tennessee,Cocke,2020,3.79
Tennessee,Cocke,2021,3.96
Tennessee,Cocke,2022,3.99
Tennessee,Cocke,2023,4.05
Tennessee,Cocke,2024,3.93
Tennessee,Coffee,2005,6.55
Tennessee,Coffee,2006,6.97
Tennessee,Coffee,2007,6.8
Tennessee,Coffee,2008,6.85
Tennessee,Coffee,2009,6.99
Tennessee,Coffee,2010,7.34
Tennessee,Coffee,2011,6.96
Tennessee,Coffee,2012,6.93
Tennessee,Coffee,2013,7.41
Tennessee,Coffee,2014,7.69
Tennessee,Coffee,2015,7.69
Tennessee,Coffee,2016,7.6
Tennessee,Coffee,2017,7.64
Tennessee,Coffee,2018,7.66
Tennessee,Coffee,2019,7.94
Tennessee,Coffee,2020,8.29
Tennessee,Coffee,2021,8.36
Tennessee,Coffee,2022,8.47
Tennessee,Coffee,2023,8.14
Tennessee,Coffee,2024,7.99
Tennessee,Crockett,2005,5.26
Tennessee,Crockett,2006,5.26
Tennessee,Crockett,2007,5.27
Tennessee,Crockett,2008,5.05
Tennessee,Crockett,2009,4.68
Tennessee,Crockett,2010,4.42
Tennessee,Crockett,2011,4.45
Tennessee,Crockett,2012,4.41
Tennessee,Crockett,2013,3.65
Tennessee,Crockett,2014,4.01
Tennessee,Crockett,2015,4.24
Tennessee,Crockett,2016,3.88
Tennessee,Crockett,2017,3.67
Tennessee,Crockett,2018,3.84
Tennessee,Crockett,2019,3.93
Tennessee,Crockett,2020,4.06
Tennessee,Crockett,2021,4.28
Tennessee,Crockett,2022,4.5
Tennessee,Crockett,2023,4.82
Tennessee,Crockett,2024,5.31
Tennessee,Cumberland,2005,7.28
Tennessee,Cumberland,2006,7.13
Tennessee,Cumberland,2007,6.51
Tennessee,Cumberland,2008,6.86
Tennessee,Cumberland,2009,6.57
Tennessee,Cumberland,2010,6.66
Tennessee,Cumberland,2011,7.27
Tennessee,Cumberland,2012,7.02
Tennessee,Cumberland,2013,6.81
Tennessee,Cumberland,2014,6.69
Tennessee,Cumberland,2015,6.23
Tennessee,Cumberland,2016,5.97
Tennessee,Cumberland,2017,6.14
Tennessee,Cumberland,2018,6.27
Tennessee,Cumberland,2019,6.3
Tennessee,Cumberland,2020,6.32
Tennessee,Cumberland,2021,6.72
Tennessee,Cumberland,2022,7.25
Tennessee,Cumberland,2023,7.25
Tennessee,Cumberland,2024,7.43
Tennessee,Davidson,2005,5.49
Tennessee,Davidson,2006,5.39
Tennessee,Davidson,2007,4.76
Tennessee,Davidson,2008,5.69
Tennessee,Davidson,2009,5.47
Tennessee,Davidson,2010,5.47
Tennessee,Davidson,2011,5.62
Tennessee,Davidson,2012,5.43
Tennessee,Davidson,2013,5.57
Tennessee,Davidson,2014,5.35
Tennessee,Davidson,2015,5.68
Tennessee,Davidson,2016,6.04
Tennessee,Davidson,2017,5.71
Tennessee,Davidson,2018,5.57
Tennessee,Davidson,2019,5.83
Tennessee,Davidson,2020,5.99
Tennessee,Davidson,2021,5.92
Tennessee,Davidson,2022,5.93
Tennessee,Davidson,2023,5.62
Tennessee,Davidson,2024,5.69
Tennessee,Decatur,2005,7.39
Tennessee,Decatur,2006,7.6
Tennessee,Decatur,2007,8.0
Tennessee,Decatur,2008,7.44
Tennessee,Decatur,2009,7.3
Tennessee,Decatur,2010,7.14
Tennessee,Decatur,2011,7.55
Tennessee,Decatur,2012,7.43
Tennessee,Decatur,2013,7.39
Tennessee,Decatur,2014,7.23
Tennessee,Decatur,2015,7.0
Tennessee,Decatur,2016,6.88
Tennessee,Decatur,2017,6.67
Tennessee,Decatur,2018,6.33
Tennessee,Decatur,2019,6.47
Tennessee,Decatur,2020,6.65
Tennessee,Decatur,2021,6.19
Tennessee,Decatur,2022,6.37
Tennessee,Decatur,2023,5.94
Tennessee,Decatur,2024,5.62
Tennessee,DeKalb,2005,5.46
Tennessee,DeKalb,2006,5.79
Tennessee,DeKalb,2007,5.94
Tennessee,DeKalb,2008,5.44
Tennessee,DeKalb,2009,5.54
Tennessee,DeKalb,2010,5.55
Tennessee,DeKalb,2011,5.66
Tennessee,DeKalb,2012,5.71
Tennessee,DeKalb,2013,5.3
Tennessee,DeKalb,2014,5.79
Tennessee,DeKalb,2015,5.79
Tennessee,DeKalb,2016,5.39
Tennessee,DeKalb,2017,5.2
Tennessee,DeKalb,2018,5.51
Tennessee,DeKalb,2019,5.79
Tennessee,DeKalb,2020,5.43
Tennessee,DeKalb,2021,5.07
Tennessee,DeKalb,2022,5.33
Tennessee,DeKalb,2023,5.09
Tennessee,DeKalb,2024,4.83
Tennessee,Dickson,2005,5.79
Tennessee,Dickson,2006,5.77
Tennessee,Dickson,2007,5.91
Tennessee,Dickson,2008,6.1
Tennessee,Dickson,2009,5.85
Tennessee,Dickson,2010,5.63
Tennessee,Dickson,2011,5.5
Tennessee,Dickson,2012,5.23
Tennessee,Dickson,2013,5.07
Tennessee,Dickson,2014,4.53
Tennessee,Dickson,2015,5.28
Tennessee,Dickson,2016,5.3
Tennessee,Dickson,2017,5.15
Tennessee,Dickson,2018,4.88
Tennessee,Dickson,2019,4.79
Tennessee,Dickson,2020,4.46
Tennessee,Dickson,2021,4.41
Tennessee,Dickson,2022,4.13
Tennessee,Dickson,2023,4.15
Tennessee,Dickson,2024,4.12
Tennessee,Dyer,2005,4.29
Tennessee,Dyer,2006,4.26
Tennessee,Dyer,2007,4.42
Tennessee,Dyer,2008,3.85
Tennessee,Dyer,2009,3.42
Tennessee,Dyer,2010,3.34
Tennessee,Dyer,2011,2.92
Tennessee,Dyer,2012,2.5
Tennessee,Dyer,2013,2.5
Tennessee,Dyer,2014,2.52
Tennessee,Dyer,2015,3.11
Tennessee,Dyer,2016,2.78
Tennessee,Dyer,2017,2.5
Tennessee,Dyer,2018,2.5
Tennessee,Dyer,2019,2.5
Tennessee,Dyer,2020,2.5
Tennessee,Dyer,2021,2.5
Tennessee,Dyer,2022,2.5
Tennessee,Dyer,2023,2.5
Tennessee,Dyer,2024,2.5
Tennessee,Fayette,2005,6.16
Tennessee,Fayette,2006,6.75
Tennessee,Fayette,2007,6.9
Tennessee,Fayette,2008,7.35
Tennessee,Fayette,2009,7.54
Tennessee,Fayette,2010,7.55
Tennessee,Fayette,2011,8.16
Tennessee,Fayette,2012,8.38
Tennessee,Fayette,2013,8.8
Tennessee,Fayette,2014,8.92
Tennessee,Fayette,2015,8.86
Tennessee,Fayette,2016,8.65
Tennessee,Fayette,2017,8.25
Tennessee,Fayette,2018,8.11
Tennessee,Fayette,2019,7.8
Tennessee,Fayette,2020,7.8
Tennessee,Fayette,2021,7.98
Tennessee,Fayette,2022,8.13
Tennessee,Fayette,2023,8.21
Tennessee,Fayette,2024,8.42
Tennessee,Fentress,2005,7.89
Tennessee,Fentress,2006,8.07
Tennessee,Fentress,2007,8.3
Tennessee,Fentress,2008,8.3
Tennessee,Fentress,2009,8.68
Tennessee,Fentress,2010,8.92
Tennessee,Fentress,2011,8.53
Tennessee,Fentress,2012,8.36
Tennessee,Fentress,2013,8.25
Tennessee,Fentress,2014,8.19
Tennessee,Fentress,2015,8.58
Tennessee,Fentress,2016,8.36
Tennessee,Fentress,2017,7.92
Tennessee,Fentress,2018,8.06
Tennessee,Fentress,2019,7.83
Tennessee,Fentress,2020,7.68
Tennessee,Fentress,2021,7.7
Tennessee,Fentress,2022,7.68
Tennessee,Fentress,2023,7.78
Tennessee,Fentress,2024,7.19
Tennessee,Franklin,2005,4.01
Tennessee,Franklin,2006,4.25
Tennessee,Franklin,2007,4.09
Tennessee,Franklin,2008,3.73
Tennessee,Franklin,2009,3.51
Tennessee,Franklin,2010,3.9
Tennessee,Franklin,2011,4.21
Tennessee,Franklin,2012,4.55
Tennessee,Franklin,2013,4.66
Tennessee,Franklin,2014,4.77
Tennessee,Franklin,2015,4.94
Tennessee,Franklin,2016,4.91
Tennessee,Franklin,2017,5.11
Tennessee,Franklin,2018,5.12
Tennessee,Franklin,2019,5.02
Tennessee,Franklin,2020,4.99
Tennessee,Franklin,2021,4.7
Tennessee,Franklin,2022,4.8
Tennessee,Franklin,2023,5.25
Tennessee,Franklin,2024,5.39
Tennessee,Gibson,2005,6.38
Tennessee,Gibson,2006,6.18
Tennessee,Gibson,2007,6.43
Tennessee,Gibson,2008,6.52
Tennessee,Gibson,2009,6.81
Tennessee,Gibson,2010,6.6
Tennessee,Gibson,2011,6.36
Tennessee,Gibson,2012,5.7
Tennessee,Gibson,2013,6.11
Tennessee,Gibson,2014,5.76
Tennessee,Gibson,2015,5.63
Tennessee,Gibson,2016,5.45
Tennessee,Gibson,2017,4.86
Tennessee,Gibson,2018,4.95
Tennessee,Gibson,2019,4.73
Tennessee,Gibson,2020,4.83
Tennessee,Gibson,2021,4.38
Tennessee,Gibson,2022,3.93
Tennessee,Gibson,2023,3.89
Tennessee,Gibson,2024,3.52
Tennessee,Giles,2005,6.71
Tennessee,Giles,2006,6.69
Tennessee,Giles,2007,6.62
Tennessee,Giles,2008,6.34
Tennessee,Giles,2009,6.83
Tennessee,Giles,2010,6.63
Tennessee,Giles,2011,6.76
Tennessee,Giles,2012,6.44
Tennessee,Giles,2013,6.3
Tennessee,Giles,2014,6.43
Tennessee,Giles,2015,6.21
Tennessee,Giles,2016,6.0
Tennessee,Giles,2017,6.09
Tennessee,Giles,2018,6.16
Tennessee,Giles,2019,5.87
Tennessee,Giles,2020,5.81
Tennessee,Giles,2021,5.73
Tennessee,Giles,2022,6.14
Tennessee,Giles,2023,6.46
Tennessee,Giles,2024,6.03
Tennessee,Grainger,2005,6.65
Tennessee,Grainger,2006,6.8
Tennessee,Grainger,2007,6.9
Tennessee,Grainger,2008,7.16
Tennessee,Grainger,2009,7.37
Tennessee,Grainger,2010,6.81
Tennessee,Grainger,2011,6.57
Tennessee,Grainger,2012,6.54
Tennessee,Grainger,2013,6.71
Tennessee,Grainger,2014,6.43
Tennessee,Grainger,2015,6.92
Tennessee,Grainger,2016,7.0
Tennessee,Grainger,2017,7.24
Tennessee,Grainger,2018,7.35
Tennessee,Grainger,2019,6.93
Tennessee,Grainger,2020,6.66
Tennessee,Grainger,2021,7.26
Tennessee,Grainger,2022,7.22
Tennessee,Grainger,2023,7.26
Tennessee,Grainger,2024,7.3
Tennessee,Greene,2005,5.43
Tennessee,Greene,2006,5.25
Tennessee,Greene,2007,4.9
Tennessee,Greene,2008,5.18
Tennessee,Greene,2009,5.01
Tennessee,Greene,2010,4.72
Tennessee,Greene,2011,4.58
Tennessee,Greene,2012,4.37
Tennessee,Greene,2013,4.58
Tennessee,Greene,2014,5.31
Tennessee,Greene,2015,5.46
Tennessee,Greene,2016,5.82
Tennessee,Greene,2017,5.17
Tennessee,Greene,2018,5.44
Tennessee,Greene,2019,4.87
Tennessee,Greene,2020,4.76
Tennessee,Greene,2021,4.48
Tennessee,Greene,2022,5.08
Tennessee,Greene,2023,5.17
Tennessee,Greene,2024,5.01
Tennessee,Grundy,2005,7.54
Tennessee,Grundy,2006,7.39
Tennessee,Grundy,2007,7.5
Tennessee,Grundy,2008,7.09
Tennessee,Grundy,2009,7.18
Tennessee,Grundy,2010,7.11
Tennessee,Grundy,2011,7.23
Tennessee,Grundy,2012,7.15
Tennessee,Grundy,2013,7.02
Tennessee,Grundy,2014,6.7
Tennessee,Grundy,2015,7.32
Tennessee,Grundy,2016,6.97
Tennessee,Grundy,2017,6.36
Tennessee,Grundy,2018,6.79
Tennessee,Grundy,2019,7.12
Tennessee,Grundy,2020,7.29
Tennessee,Grundy,2021,7.08
Tennessee,Grundy,2022,6.73
Tennessee,Grundy,2023,6.3
Tennessee,Grundy,2024,6.36
Tennessee,Hamblen,2005,5.02
Tennessee,Hamblen,2006,5.47
Tennessee,Hamblen,2007,5.6
Tennessee,Hamblen,2008,5.33
Tennessee,Hamblen,2009,5.06
Tennessee,Hamblen,2010,5.06
Tennessee,Hamblen,2011,4.89
Tennessee,Hamblen,2012,5.14
Tennessee,Hamblen,2013,4.82
Tennessee,Hamblen,2014,4.98
Tennessee,Hamblen,2015,4.93
Tennessee,Hamblen,2016,5.31
Tennessee,Hamblen,2017,5.03
Tennessee,Hamblen,2018,5.25
Tennessee,Hamblen,2019,5.37
Tennessee,Hamblen,2020,5.77
Tennessee,Hamblen,2021,5.56
Tennessee,Hamblen,2022,5.7
Tennessee,Hamblen,2023,5.82
Tennessee,Hamblen,2024,6.02
Tennessee,Hamilton,2005,5.7
Tennessee,Hamilton,2006,6.19
Tennessee,Hamilton,2007,6.13
Tennessee,Hamilton,2008,5.98
Tennessee,Hamilton,2009,5.36
Tennessee,Hamilton,2010,4.99
Tennessee,Hamilton,2011,5.09
Tennessee,Hamilton,2012,5.11
Tennessee,Hamilton,2013,5.73
Tennessee,Hamilton,2014,5.63
Tennessee,Hamilton,2015,5.53
Tennessee,Hamilton,2016,5.23
Tennessee,Hamilton,2017,4.7
Tennessee,Hamilton,2018,4.81
Tennessee,Hamilton,2019,4.64
Tennessee,Hamilton,2020,4.61
Tennessee,Hamilton,2021,4.6
Tennessee,Hamilton,2022,4.36
Tennessee,Hamilton,2023,4.8
Tennessee,Hamilton,2024,4.73
Tennessee,Hancock,2005,5.4
Tennessee,Hancock,2006,5.4
Tennessee,Hancock,2007,5.62
Tennessee,Hancock,2008,5.76
Tennessee,Hancock,2009,6.02
Tennessee,Hancock,2010,5.7
Tennessee,Hancock,2011,5.85
Tennessee,Hancock,2012,5.66
Tennessee,Hancock,2013,6.49
Tennessee,Hancock,2014,6.76
Tennessee,Hancock,2015,6.97
Tennessee,Hancock,2016,7.17
Tennessee,Hancock,2017,7.6
Tennessee,Hancock,2018,7.28
Tennessee,Hancock,2019,7.7
Tennessee,Hancock,2020,7.39
Tennessee,Hancock,2021,7.45
Tennessee,Hancock,2022,7.66
Tennessee,Hancock,2023,7.72
Tennessee,Hancock,2024,7.69
Tennessee,Hardeman,2005,6.34
Tennessee,Hardeman,2006,6.82
Tennessee,Hardeman,2007,6.49
Tennessee,Hardeman,2008,6.69
Tennessee,Hardeman,2009,6.66
Tennessee,Hardeman,2010,6.62
Tennessee,Hardeman,2011,6.68
Tennessee,Hardeman,2012,7.55
Tennessee,Hardeman,2013,7.37
Tennessee,Hardeman,2014,7.42
Tennessee,Hardeman,2015,7.49
Tennessee,Hardeman,2016,7.07
Tennessee,Hardeman,2017,7.05
Tennessee,Hardeman,2018,7.06
Tennessee,Hardeman,2019,7.0
Tennessee,Hardeman,2020,7.28
Tennessee,Hardeman,2021,7.11
Tennessee,Hardeman,2022,6.51
Tennessee,Hardeman,2023,6.28
Tennessee,Hardeman,2024,6.0
Tennessee,Hardin,2005,8.31
Tennessee,Hardin,2006,8.05
Tennessee,Hardin,2007,8.05
Tennessee,Hardin,2008,8.52
Tennessee,Hardin,2009,8.78
Tennessee,Hardin,2010,8.67
Tennessee,Hardin,2011,8.91
Tennessee,Hardin,2012,9.13
Tennessee,Hardin,2013,9.1
Tennessee,Hardin,2014,8.85
Tennessee,Hardin,2015,9.17
Tennessee,Hardin,2016,8.74
Tennessee,Hardin,2017,8.59
Tennessee,Hardin,2018,8.5
Tennessee,Hardin,2019,8.36
Tennessee,Hardin,2020,8.22
Tennessee,Hardin,2021,8.21
Tennessee,Hardin,2022,7.97
Tennessee,Hardin,2023,8.15
Tennessee,Hardin,2024,8.06
Tennessee,Hawkins,2005,5.16
Tennessee,Hawkins,2006,4.98
Tennessee,Hawkins,2007,4.86
Tennessee,Hawkins,2008,4.8
Tennessee,Hawkins,2009,4.8
Tennessee,Hawkins,2010,4.77
Tennessee,Hawkins,2011,4.84
Tennessee,Hawkins,2012,4.32
Tennessee,Hawkins,2013,4.47
Tennessee,Hawkins,2014,4.32
Tennessee,Hawkins,2015,4.28
Tennessee,Hawkins,2016,4.43
Tennessee,Hawkins,2017,3.99
Tennessee,Hawkins,2018,3.61
Tennessee,Hawkins,2019,3.07
Tennessee,Hawkins,2020,2.77
Tennessee,Hawkins,2021,3.16
Tennessee,Hawkins,2022,3.06
Tennessee,Hawkins,2023,3.31
Tennessee,Hawkins,2024,3.47
Tennessee,Haywood,2005,4.97
Tennessee,Haywood,2006,4.7
Tennessee,Haywood,2007,4.43
Tennessee,Haywood,2008,4.47
Tennessee,Haywood,2009,4.1
Tennessee,Haywood,2010,4.1
Tennessee,Haywood,2011,4.12
Tennessee,Haywood,2012,4.21
Tennessee,Haywood,2013,4.28
Tennessee,Haywood,2014,4.58
Tennessee,Haywood,2015,4.85
Tennessee,Haywood,2016,5.1
Tennessee,Haywood,2017,4.72
Tennessee,Haywood,2018,5.19
Tennessee,Haywood,2019,4.77
Tennessee,Haywood,2020,5.51
Tennessee,Haywood,2021,5.74
Tennessee,Haywood,2022,5.78
Tennessee,Haywood,2023,5.77
Tennessee,Haywood,2024,5.97
Tennessee,Henderson,2005,3.11
Tennessee,Henderson,2006,3.16
Tennessee,Henderson,2007,3.41
Tennessee,Henderson,2008,3.04
Tennessee,Henderson,2009,3.05
Tennessee,Henderson,2010,3.52
Tennessee,Henderson,2011,3.02
Tennessee,Henderson,2012,3.42
Tennessee,Henderson,2013,4.01
Tennessee,Henderson,2014,4.35
Tennessee,Henderson,2015,4.23
Tennessee,Henderson,2016,4.7
