State,County,Year,Median_Household_Income
Tennessee,Carter,2016,67287.39
Tennessee,Carter,2017,68298.19
Tennessee,Carter,2018,69631.0
Tennessee,Carter,2019,70114.54
Tennessee,Carter,2020,70019.99
Tennessee,Carter,2021,72540.68
Tennessee,Carter,2022,72914.24
Tennessee,Carter,2023,74138.07
Tennessee,Carter,2024,75682.85
Tennessee,Cheatham,2005,53052.81
Tennessee,Cheatham,2006,54480.39
Tennessee,Cheatham,2007,55324.09
Tennessee,Cheatham,2008,56389.24
Tennessee,Cheatham,2009,57462.06
Tennessee,Cheatham,2010,59154.03
Tennessee,Cheatham,2011,61371.48
Tennessee,Cheatham,2012,62528.95
Tennessee,Cheatham,2013,63286.01
Tennessee,Cheatham,2014,63938.79
Tennessee,Cheatham,2015,65511.05
Tennessee,Cheatham,2016,66340.88
Tennessee,Cheatham,2017,66668.35
Tennessee,Cheatham,2018,67164.15
Tennessee,Cheatham,2019,68253.53
Tennessee,Cheatham,2020,68696.59
Tennessee,Cheatham,2021,70697.84
Tennessee,Cheatham,2022,71891.17
Tennessee,Cheatham,2023,73374.28
Tennessee,Cheatham,2024,75342.13
Tennessee,Chester,2005,60699.51
Tennessee,Chester,2006,61563.53
Tennessee,Chester,2007,62167.62
Tennessee,Chester,2008,63623.02
Tennessee,Chester,2009,64098.89
Tennessee,Chester,2010,64534.96
Tennessee,Chester,2011,65037.63
Tennessee,Chester,2012,66338.38
Tennessee,Chester,2013,67921.39
Tennessee,Chester,2014,68415.69
Tennessee,Chester,2015,69412.83
Tennessee,Chester,2016,69490.82
Tennessee,Chester,2017,70300.7
Tennessee,Chester,2018,71898.35
Tennessee,Chester,2019,72996.86
Tennessee,Chester,2020,73731.05
Tennessee,Chester,2021,74441.36
Tennessee,Chester,2022,74944.57
Tennessee,Chester,2023,74939.47
Tennessee,Chester,2024,75424.78
Tennessee,Claiborne,2005,59533.77
Tennessee,Claiborne,2006,59855.88
Tennessee,Claiborne,2007,61239.74
Tennessee,Claiborne,2008,62911.66
Tennessee,Claiborne,2009,64205.24
Tennessee,Claiborne,2010,64641.97
Tennessee,Claiborne,2011,65416.11
Tennessee,Claiborne,2012,66561.27
Tennessee,Claiborne,2013,67594.82
Tennessee,Claiborne,2014,67467.11
Tennessee,Claiborne,2015,69171.05
Tennessee,Claiborne,2016,69721.29
Tennessee,Claiborne,2017,70342.43
Tennessee,Claiborne,2018,71097.18
Tennessee,Claiborne,2019,72712.72
Tennessee,Claiborne,2020,74240.93
Tennessee,Claiborne,2021,74724.92
Tennessee,Claiborne,2022,75792.06
Tennessee,Claiborne,2023,76979.62
Tennessee,Claiborne,2024,78025.95
Tennessee,Clay,2005,55546.52
Tennessee,Clay,2006,57028.01
Tennessee,Clay,2007,57304.36
Tennessee,Clay,2008,58505.57
Tennessee,Clay,2009,60555.39
Tennessee,Clay,2010,61395.6
Tennessee,Clay,2011,62431.46
Tennessee,Clay,2012,64328.1
Tennessee,Clay,2013,65130.59
Tennessee,Clay,2014,67063.46
Tennessee,Clay,2015,66834.56
Tennessee,Clay,2016,68323.64
Tennessee,Clay,2017,68633.01
Tennessee,Clay,2018,68973.76
Tennessee,Clay,2019,70110.0
Tennessee,Clay,2020,71191.14
Tennessee,Clay,2021,72645.26
Tennessee,Clay,2022,73579.02
Tennessee,Clay,2023,74508.76
Tennessee,Clay,2024,75332.93
Tennessee,Cocke,2005,49970.25
Tennessee,Cocke,2006,50418.84
Tennessee,Cocke,2007,50947.43
Tennessee,Cocke,2008,52684.77
Tennessee,Cocke,2009,54375.15
Tennessee,Cocke,2010,54454.18
Tennessee,Cocke,2011,54903.25
Tennessee,Cocke,2012,55783.5
Tennessee,Cocke,2013,56558.42
Tennessee,Cocke,2014,57792.45
Tennessee,Cocke,2015,58213.35
Tennessee,Cocke,2016,59679.64
Tennessee,Cocke,2017,60416.4
Tennessee,Cocke,2018,61032.36
Tennessee,Cocke,2019,61375.39
Tennessee,Cocke,2020,61351.27
Tennessee,Cocke,2021,62926.45
Tennessee,Cocke,2022,63736.4
Tennessee,Cocke,2023,64130.24
Tennessee,Cocke,2024,64952.93
Tennessee,Coffee,2005,41133.22
Tennessee,Coffee,2006,42052.95
Tennessee,Coffee,2007,42928.97
Tennessee,Coffee,2008,44074.98
Tennessee,Coffee,2009,45072.0
Tennessee,Coffee,2010,45420.15
Tennessee,Coffee,2011,46118.08
Tennessee,Coffee,2012,46870.89
Tennessee,Coffee,2013,47244.19
Tennessee,Coffee,2014,49227.21
Tennessee,Coffee,2015,49172.15
Tennessee,Coffee,2016,50303.22
Tennessee,Coffee,2017,50998.69
Tennessee,Coffee,2018,52015.89
Tennessee,Coffee,2019,53753.35
Tennessee,Coffee,2020,54639.43
Tennessee,Coffee,2021,55486.64
Tennessee,Coffee,2022,56690.34
Tennessee,Coffee,2023,57684.67
Tennessee,Coffee,2024,57765.86
Tennessee,Crockett,2005,45140.86
Tennessee,Crockett,2006,45967.21
Tennessee,Crockett,2007,47592.74
Tennessee,Crockett,2008,49136.03
Tennessee,Crockett,2009,50803.3
Tennessee,Crockett,2010,52032.74
Tennessee,Crockett,2011,52618.37
Tennessee,Crockett,2012,53388.83
Tennessee,Crockett,2013,53452.78
Tennessee,Crockett,2014,55064.98
Tennessee,Crockett,2015,55810.13
Tennessee,Crockett,2016,56324.99
Tennessee,Crockett,2017,57917.55
Tennessee,Crockett,2018,58174.13
Tennessee,Crockett,2019,58703.79
Tennessee,Crockett,2020,60281.09
Tennessee,Crockett,2021,61091.04
Tennessee,Crockett,2022,61578.0
Tennessee,Crockett,2023,61852.0
Tennessee,Crockett,2024,63308.29
Tennessee,Cumberland,2005,52886.31
Tennessee,Cumberland,2006,54257.49
Tennessee,Cumberland,2007,56064.8
Tennessee,Cumberland,2008,56642.57
Tennessee,Cumberland,2009,57231.91
Tennessee,Cumberland,2010,59266.7
Tennessee,Cumberland,2011,60691.13
Tennessee,Cumberland,2012,61542.11
Tennessee,Cumberland,2013,62368.83
Tennessee,Cumberland,2014,64078.38
Tennessee,Cumberland,2015,65057.62
Tennessee,Cumberland,2016,66841.78
Tennessee,Cumberland,2017,67502.66
Tennessee,Cumberland,2018,68399.01
Tennessee,Cumberland,2019,69288.73
Tennessee,Cumberland,2020,70466.2
Tennessee,Cumberland,2021,71724.84
Tennessee,Cumberland,2022,73476.87
Tennessee,Cumberland,2023,74643.63
Tennessee,Cumberland,2024,75523.28
Tennessee,Davidson,2005,54557.1
Tennessee,Davidson,2006,56019.66
Tennessee,Davidson,2007,57381.62
Tennessee,Davidson,2008,58681.59
Tennessee,Davidson,2009,59884.18
Tennessee,Davidson,2010,61508.97
Tennessee,Davidson,2011,62666.06
Tennessee,Davidson,2012,64515.33
Tennessee,Davidson,2013,64943.4
Tennessee,Davidson,2014,66259.29
Tennessee,Davidson,2015,67196.85
Tennessee,Davidson,2016,67747.15
Tennessee,Davidson,2017,68391.26
Tennessee,Davidson,2018,69698.16
Tennessee,Davidson,2019,71069.0
Tennessee,Davidson,2020,71836.29
Tennessee,Davidson,2021,72786.09
Tennessee,Davidson,2022,73959.74
Tennessee,Davidson,2023,74983.41
Tennessee,Davidson,2024,76419.12
Tennessee,Decatur,2005,50695.4
Tennessee,Decatur,2006,52004.07
Tennessee,Decatur,2007,53469.77
Tennessee,Decatur,2008,54071.13
Tennessee,Decatur,2009,54663.9
Tennessee,Decatur,2010,55730.0
Tennessee,Decatur,2011,56529.27
Tennessee,Decatur,2012,57800.51
Tennessee,Decatur,2013,57891.91
Tennessee,Decatur,2014,58633.53
Tennessee,Decatur,2015,59046.65
Tennessee,Decatur,2016,59750.67
Tennessee,Decatur,2017,60846.63
Tennessee,Decatur,2018,61367.55
Tennessee,Decatur,2019,62279.97
Tennessee,Decatur,2020,63406.15
Tennessee,Decatur,2021,65052.57
Tennessee,Decatur,2022,66150.82
Tennessee,Decatur,2023,66233.02
Tennessee,Decatur,2024,67151.77
Tennessee,DeKalb,2005,43458.16
Tennessee,DeKalb,2006,44759.41
Tennessee,DeKalb,2007,46123.22
Tennessee,DeKalb,2008,46594.58
Tennessee,DeKalb,2009,46943.44
Tennessee,DeKalb,2010,48181.6
Tennessee,DeKalb,2011,48720.01
Tennessee,DeKalb,2012,48990.12
Tennessee,DeKalb,2013,50077.35
Tennessee,DeKalb,2014,50593.61
Tennessee,DeKalb,2015,51524.99
Tennessee,DeKalb,2016,51975.89
Tennessee,DeKalb,2017,53410.81
Tennessee,DeKalb,2018,54440.63
Tennessee,DeKalb,2019,55720.01
Tennessee,DeKalb,2020,56531.45
Tennessee,DeKalb,2021,57543.39
Tennessee,DeKalb,2022,58933.73
Tennessee,DeKalb,2023,59980.27
Tennessee,DeKalb,2024,60129.87
Tennessee,Dickson,2005,43078.74
Tennessee,Dickson,2006,43566.93
Tennessee,Dickson,2007,43532.07
Tennessee,Dickson,2008,44590.7
Tennessee,Dickson,2009,44870.25
Tennessee,Dickson,2010,46412.66
Tennessee,Dickson,2011,48068.56
Tennessee,Dickson,2012,48733.88
Tennessee,Dickson,2013,49931.36
Tennessee,Dickson,2014,52318.26
Tennessee,Dickson,2015,52332.28
Tennessee,Dickson,2016,53565.5
Tennessee,Dickson,2017,54983.94
Tennessee,Dickson,2018,55868.92
Tennessee,Dickson,2019,57211.98
Tennessee,Dickson,2020,57576.68
Tennessee,Dickson,2021,59370.23
Tennessee,Dickson,2022,60667.35
Tennessee,Dickson,2023,62500.56
Tennessee,Dickson,2024,63843.12
Tennessee,Dyer,2005,55922.26
Tennessee,Dyer,2006,56793.98
Tennessee,Dyer,2007,58640.69
Tennessee,Dyer,2008,58790.39
Tennessee,Dyer,2009,60581.7
Tennessee,Dyer,2010,61775.92
Tennessee,Dyer,2011,63442.93
Tennessee,Dyer,2012,64258.37
Tennessee,Dyer,2013,64807.44
Tennessee,Dyer,2014,66250.42
Tennessee,Dyer,2015,67383.2
Tennessee,Dyer,2016,67783.74
Tennessee,Dyer,2017,69421.11
Tennessee,Dyer,2018,70443.94
Tennessee,Dyer,2019,71034.11
Tennessee,Dyer,2020,71416.3
Tennessee,Dyer,2021,72807.43
Tennessee,Dyer,2022,73698.87
Tennessee,Dyer,2023,74762.42
Tennessee,Dyer,2024,75387.6
Tennessee,Fayette,2005,49051.42
Tennessee,Fayette,2006,49430.46
Tennessee,Fayette,2007,50677.35
Tennessee,Fayette,2008,52055.71
Tennessee,Fayette,2009,53373.31
Tennessee,Fayette,2010,53715.8
Tennessee,Fayette,2011,55015.11
Tennessee,Fayette,2012,56650.09
Tennessee,Fayette,2013,56979.23
Tennessee,Fayette,2014,58594.82
Tennessee,Fayette,2015,59176.36
Tennessee,Fayette,2016,60813.51
Tennessee,Fayette,2017,62712.5
Tennessee,Fayette,2018,63466.17
Tennessee,Fayette,2019,63068.51
Tennessee,Fayette,2020,64481.97
Tennessee,Fayette,2021,65161.75
Tennessee,Fayette,2022,66918.98
Tennessee,Fayette,2023,67284.56
Tennessee,Fayette,2024,68657.54
Tennessee,Fentress,2005,57750.07
Tennessee,Fentress,2006,57805.4
Tennessee,Fentress,2007,58789.56
Tennessee,Fentress,2008,58889.79
Tennessee,Fentress,2009,61159.08
Tennessee,Fentress,2010,62240.71
Tennessee,Fentress,2011,62740.62
Tennessee,Fentress,2012,63410.82
Tennessee,Fentress,2013,64155.75
Tennessee,Fentress,2014,64728.46
Tennessee,Fentress,2015,65713.14
Tennessee,Fentress,2016,66767.62
Tennessee,Fentress,2017,66890.46
Tennessee,Fentress,2018,68398.13
Tennessee,Fentress,2019,70272.72
Tennessee,Fentress,2020,71089.1
Tennessee,Fentress,2021,72437.75
Tennessee,Fentress,2022,73709.83
Tennessee,Fentress,2023,74235.17
Tennessee,Fentress,2024,75882.19
Tennessee,Franklin,2005,50827.3
Tennessee,Franklin,2006,50921.52
Tennessee,Franklin,2007,53119.26
Tennessee,Franklin,2008,54271.56
Tennessee,Franklin,2009,55620.17
Tennessee,Franklin,2010,56037.77
Tennessee,Franklin,2011,56766.98
Tennessee,Franklin,2012,58440.05
Tennessee,Franklin,2013,59266.62
Tennessee,Franklin,2014,60577.77
Tennessee,Franklin,2015,61816.21
Tennessee,Franklin,2016,64188.39
Tennessee,Franklin,2017,65515.29
Tennessee,Franklin,2018,66949.59
Tennessee,Franklin,2019,67763.65
Tennessee,Franklin,2020,68539.21
Tennessee,Franklin,2021,69208.04
Tennessee,Franklin,2022,69980.53
Tennessee,Franklin,2023,70389.39
Tennessee,Franklin,2024,69841.84
Tennessee,Gibson,2005,60022.08
Tennessee,Gibson,2006,61853.92
Tennessee,Gibson,2007,62760.41
Tennessee,Gibson,2008,63810.62
Tennessee,Gibson,2009,65013.26
Tennessee,Gibson,2010,66318.47
Tennessee,Gibson,2011,68132.93
Tennessee,Gibson,2012,68653.86
Tennessee,Gibson,2013,69476.96
Tennessee,Gibson,2014,70208.81
Tennessee,Gibson,2015,71327.17
Tennessee,Gibson,2016,72006.85
Tennessee,Gibson,2017,73044.64
Tennessee,Gibson,2018,73438.64
Tennessee,Gibson,2019,74526.19
Tennessee,Gibson,2020,75990.04
Tennessee,Gibson,2021,78108.8
Tennessee,Gibson,2022,79633.1
Tennessee,Gibson,2023,80882.32
Tennessee,Gibson,2024,83028.93
Tennessee,Giles,2005,48351.93
Tennessee,Giles,2006,49598.61
Tennessee,Giles,2007,51219.43
Tennessee,Giles,2008,52730.23
Tennessee,Giles,2009,53773.83
Tennessee,Giles,2010,54797.18
Tennessee,Giles,2011,56333.43
Tennessee,Giles,2012,57425.76
Tennessee,Giles,2013,58525.81
Tennessee,Giles,2014,59697.25
Tennessee,Giles,2015,60576.66
Tennessee,Giles,2016,61639.31
Tennessee,Giles,2017,62859.0
Tennessee,Giles,2018,63377.1
Tennessee,Giles,2019,63918.67
Tennessee,Giles,2020,65410.54
Tennessee,Giles,2021,66425.34
Tennessee,Giles,2022,66855.94
Tennessee,Giles,2023,68053.55
Tennessee,Giles,2024,69019.17
Tennessee,Grainger,2005,53677.68
Tennessee,Grainger,2006,55465.78
Tennessee,Grainger,2007,56325.37
Tennessee,Grainger,2008,56181.48
Tennessee,Grainger,2009,57188.62
Tennessee,Grainger,2010,58283.62
Tennessee,Grainger,2011,58721.29
Tennessee,Grainger,2012,59679.91
Tennessee,Grainger,2013,60284.02
Tennessee,Grainger,2014,61648.76
Tennessee,Grainger,2015,62239.36
Tennessee,Grainger,2016,62963.21
Tennessee,Grainger,2017,62210.77
Tennessee,Grainger,2018,62951.41
Tennessee,Grainger,2019,63297.1
Tennessee,Grainger,2020,64207.23
Tennessee,Grainger,2021,64841.77
Tennessee,Grainger,2022,65428.44
Tennessee,Grainger,2023,67411.72
Tennessee,Grainger,2024,68800.49
Tennessee,Greene,2005,44777.61
Tennessee,Greene,2006,46566.6
Tennessee,Greene,2007,46958.34
Tennessee,Greene,2008,47159.33
Tennessee,Greene,2009,48981.13
Tennessee,Greene,2010,50520.77
Tennessee,Greene,2011,51161.92
Tennessee,Greene,2012,52776.82
Tennessee,Greene,2013,54350.37
Tennessee,Greene,2014,54587.42
Tennessee,Greene,2015,55944.82
Tennessee,Greene,2016,56701.85
Tennessee,Greene,2017,57062.07
Tennessee,Greene,2018,58317.95
Tennessee,Greene,2019,59311.45
Tennessee,Greene,2020,59948.57
Tennessee,Greene,2021,60953.82
Tennessee,Greene,2022,62134.76
Tennessee,Greene,2023,63270.5
Tennessee,Greene,2024,63220.36
Tennessee,Grundy,2005,47452.43
Tennessee,Grundy,2006,48579.94
Tennessee,Grundy,2007,49384.71
Tennessee,Grundy,2008,50702.0
Tennessee,Grundy,2009,52084.46
Tennessee,Grundy,2010,53959.02
Tennessee,Grundy,2011,54241.92
Tennessee,Grundy,2012,55513.32
Tennessee,Grundy,2013,56289.29
Tennessee,Grundy,2014,58021.68
Tennessee,Grundy,2015,59210.06
Tennessee,Grundy,2016,59821.6
Tennessee,Grundy,2017,60523.96
Tennessee,Grundy,2018,61773.57
Tennessee,Grundy,2019,61993.22
Tennessee,Grundy,2020,63369.22
Tennessee,Grundy,2021,63982.98
Tennessee,Grundy,2022,64646.77
Tennessee,Grundy,2023,66484.28
Tennessee,Grundy,2024,67596.01
Tennessee,Hamblen,2005,44794.29
Tennessee,Hamblen,2006,46458.46
Tennessee,Hamblen,2007,47139.64
Tennessee,Hamblen,2008,48630.12
Tennessee,Hamblen,2009,49178.27
Tennessee,Hamblen,2010,49935.67
Tennessee,Hamblen,2011,50606.56
Tennessee,Hamblen,2012,51865.79
Tennessee,Hamblen,2013,53123.51
Tennessee,Hamblen,2014,53746.75
Tennessee,Hamblen,2015,55218.28
Tennessee,Hamblen,2016,56639.71
Tennessee,Hamblen,2017,57740.34
Tennessee,Hamblen,2018,59433.95
Tennessee,Hamblen,2019,60037.9
Tennessee,Hamblen,2020,60801.42
Tennessee,Hamblen,2021,61955.72
Tennessee,Hamblen,2022,63294.41
Tennessee,Hamblen,2023,64443.19
Tennessee,Hamblen,2024,65463.02
Tennessee,Hamilton,2005,55682.61
Tennessee,Hamilton,2006,56148.92
Tennessee,Hamilton,2007,57640.05
Tennessee,Hamilton,2008,58176.64
Tennessee,Hamilton,2009,59298.01
Tennessee,Hamilton,2010,59859.04
Tennessee,Hamilton,2011,60745.35
Tennessee,Hamilton,2012,61392.98
Tennessee,Hamilton,2013,62937.88
Tennessee,Hamilton,2014,63675.26
Tennessee,Hamilton,2015,64017.05
Tennessee,Hamilton,2016,64362.95
Tennessee,Hamilton,2017,65783.05
Tennessee,Hamilton,2018,66617.96
Tennessee,Hamilton,2019,68012.92
Tennessee,Hamilton,2020,69203.06
Tennessee,Hamilton,2021,70677.15
Tennessee,Hamilton,2022,72657.96
Tennessee,Hamilton,2023,73335.03
Tennessee,Hamilton,2024,75247.41
Tennessee,Hancock,2005,53969.01
Tennessee,Hancock,2006,54844.72
Tennessee,Hancock,2007,56065.86
Tennessee,Hancock,2008,56782.35
Tennessee,Hancock,2009,57634.24
Tennessee,Hancock,2010,58496.14
Tennessee,Hancock,2011,59448.98
Tennessee,Hancock,2012,61469.75
Tennessee,Hancock,2013,62127.66
Tennessee,Hancock,2014,62113.34
Tennessee,Hancock,2015,62361.21
Tennessee,Hancock,2016,63725.91
Tennessee,Hancock,2017,64948.35
Tennessee,Hancock,2018,65735.92
Tennessee,Hancock,2019,66316.62
Tennessee,Hancock,2020,66408.18
Tennessee,Hancock,2021,66821.37
Tennessee,Hancock,2022,66732.04
Tennessee,Hancock,2023,67205.95
Tennessee,Hancock,2024,67636.55
Tennessee,Hardeman,2005,45594.4
Tennessee,Hardeman,2006,47048.73
Tennessee,Hardeman,2007,48759.58
Tennessee,Hardeman,2008,51163.26
Tennessee,Hardeman,2009,52651.42
Tennessee,Hardeman,2010,53114.56
Tennessee,Hardeman,2011,53537.48
Tennessee,Hardeman,2012,54541.52
Tennessee,Hardeman,2013,56609.01
Tennessee,Hardeman,2014,56686.79
Tennessee,Hardeman,2015,56445.54
Tennessee,Hardeman,2016,58103.75
Tennessee,Hardeman,2017,59013.72
Tennessee,Hardeman,2018,59279.26
Tennessee,Hardeman,2019,60669.35
Tennessee,Hardeman,2020,61361.88
Tennessee,Hardeman,2021,61853.65
Tennessee,Hardeman,2022,62877.02
Tennessee,Hardeman,2023,63763.21
Tennessee,Hardeman,2024,65826.62
Tennessee,Hardin,2005,55905.6
Tennessee,Hardin,2006,57163.74
Tennessee,Hardin,2007,57816.83
Tennessee,Hardin,2008,58196.43
Tennessee,Hardin,2009,59886.98
Tennessee,Hardin,2010,61031.34
Tennessee,Hardin,2011,60993.98
Tennessee,Hardin,2012,61956.14
Tennessee,Hardin,2013,62818.28
Tennessee,Hardin,2014,64088.73
Tennessee,Hardin,2015,64134.22
Tennessee,Hardin,2016,64336.06
Tennessee,Hardin,2017,64838.64
Tennessee,Hardin,2018,66060.69
Tennessee,Hardin,2019,66813.39
Tennessee,Hardin,2020,67998.24
Tennessee,Hardin,2021,69127.07
Tennessee,Hardin,2022,70198.61
Tennessee,Hardin,2023,71762.98
Tennessee,Hardin,2024,72595.52
Tennessee,Hawkins,2005,56356.19
Tennessee,Hawkins,2006,57355.97
Tennessee,Hawkins,2007,58582.81
Tennessee,Hawkins,2008,59771.21
Tennessee,Hawkins,2009,60779.32
Tennessee,Hawkins,2010,62870.51
Tennessee,Hawkins,2011,64193.34
Tennessee,Hawkins,2012,65186.32
Tennessee,Hawkins,2013,65200.61
Tennessee,Hawkins,2014,66667.35
Tennessee,Hawkins,2015,67428.76
Tennessee,Hawkins,2016,68874.11
