State,County,Year,Unemployment_Rate
South Carolina,Lee,2021,3.41
South Carolina,Lee,2022,3.27
South Carolina,Lee,2023,3.6
South Carolina,Lee,2024,4.15
South Carolina,Lexington,2005,7.98
South Carolina,Lexington,2006,8.46
South Carolina,Lexington,2007,8.22
South Carolina,Lexington,2008,8.37
South Carolina,Lexington,2009,8.34
South Carolina,Lexington,2010,8.63
South Carolina,Lexington,2011,8.6
South Carolina,Lexington,2012,8.51
South Carolina,Lexington,2013,8.04
South Carolina,Lexington,2014,8.1
South Carolina,Lexington,2015,7.75
South Carolina,Lexington,2016,7.82
South Carolina,Lexington,2017,8.38
South Carolina,Lexington,2018,8.7
South Carolina,Lexington,2019,8.53
South Carolina,Lexington,2020,8.26
South Carolina,Lexington,2021,8.14
South Carolina,Lexington,2022,7.96
South Carolina,Lexington,2023,7.93
South Carolina,Lexington,2024,8.2
South Carolina,McCormick,2005,4.02
South Carolina,McCormick,2006,3.82
South Carolina,McCormick,2007,3.75
South Carolina,McCormick,2008,4.15
South Carolina,McCormick,2009,3.84
South Carolina,McCormick,2010,3.55
South Carolina,McCormick,2011,3.34
South Carolina,McCormick,2012,3.09
South Carolina,McCormick,2013,2.5
South Carolina,McCormick,2014,2.5
South Carolina,McCormick,2015,2.5
South Carolina,McCormick,2016,2.5
South Carolina,McCormick,2017,2.5
South Carolina,McCormick,2018,2.5
South Carolina,McCormick,2019,2.5
South Carolina,McCormick,2020,2.5
South Carolina,McCormick,2021,2.5
South Carolina,McCormick,2022,2.5
South Carolina,McCormick,2023,2.5
South Carolina,McCormick,2024,2.5
South Carolina,Marion,2005,6.83
South Carolina,Marion,2006,5.96
South Carolina,Marion,2007,6.13
South Carolina,Marion,2008,6.23
South Carolina,Marion,2009,6.42
South Carolina,Marion,2010,6.38
South Carolina,Marion,2011,6.05
South Carolina,Marion,2012,5.96
South Carolina,Marion,2013,5.95
South Carolina,Marion,2014,5.68
South Carolina,Marion,2015,6.16
South Carolina,Marion,2016,6.45
South Carolina,Marion,2017,6.4
South Carolina,Marion,2018,6.52
South Carolina,Marion,2019,6.4
South Carolina,Marion,2020,6.46
South Carolina,Marion,2021,6.08
South Carolina,Marion,2022,5.87
South Carolina,Marion,2023,5.89
South Carolina,Marion,2024,5.71
South Carolina,Marlboro,2005,4.58
South Carolina,Marlboro,2006,4.51
South Carolina,Marlboro,2007,4.21
South Carolina,Marlboro,2008,4.69
South Carolina,Marlboro,2009,4.77
South Carolina,Marlboro,2010,4.49
South Carolina,Marlboro,2011,4.75
South Carolina,Marlboro,2012,4.93
South Carolina,Marlboro,2013,4.64
South Carolina,Marlboro,2014,4.97
South Carolina,Marlboro,2015,5.24
South Carolina,Marlboro,2016,5.07
South Carolina,Marlboro,2017,4.68
South Carolina,Marlboro,2018,5.21
South Carolina,Marlboro,2019,5.2
South Carolina,Marlboro,2020,4.54
South Carolina,Marlboro,2021,4.91
South Carolina,Marlboro,2022,4.36
South Carolina,Marlboro,2023,4.29
South Carolina,Marlboro,2024,4.7
South Carolina,Newberry,2005,7.96
South Carolina,Newberry,2006,7.97
South Carolina,Newberry,2007,8.17
South Carolina,Newberry,2008,7.95
South Carolina,Newberry,2009,8.08
South Carolina,Newberry,2010,8.11
South Carolina,Newberry,2011,7.92
South Carolina,Newberry,2012,7.68
South Carolina,Newberry,2013,7.68
South Carolina,Newberry,2014,7.93
South Carolina,Newberry,2015,8.21
South Carolina,Newberry,2016,7.6
South Carolina,Newberry,2017,8.19
South Carolina,Newberry,2018,8.38
South Carolina,Newberry,2019,8.62
South Carolina,Newberry,2020,8.74
South Carolina,Newberry,2021,8.69
South Carolina,Newberry,2022,9.17
South Carolina,Newberry,2023,9.09
South Carolina,Newberry,2024,8.87
South Carolina,Oconee,2005,7.09
South Carolina,Oconee,2006,7.18
South Carolina,Oconee,2007,7.3
South Carolina,Oconee,2008,7.26
South Carolina,Oconee,2009,7.49
South Carolina,Oconee,2010,7.12
South Carolina,Oconee,2011,6.89
South Carolina,Oconee,2012,7.29
South Carolina,Oconee,2013,7.42
South Carolina,Oconee,2014,7.64
South Carolina,Oconee,2015,7.5
South Carolina,Oconee,2016,7.25
South Carolina,Oconee,2017,7.12
South Carolina,Oconee,2018,7.0
South Carolina,Oconee,2019,6.85
South Carolina,Oconee,2020,6.27
South Carolina,Oconee,2021,5.94
South Carolina,Oconee,2022,6.35
South Carolina,Oconee,2023,6.41
South Carolina,Oconee,2024,6.33
South Carolina,Orangeburg,2005,6.72
South Carolina,Orangeburg,2006,7.01
South Carolina,Orangeburg,2007,6.95
South Carolina,Orangeburg,2008,7.14
South Carolina,Orangeburg,2009,7.13
South Carolina,Orangeburg,2010,7.35
South Carolina,Orangeburg,2011,7.2
South Carolina,Orangeburg,2012,7.14
South Carolina,Orangeburg,2013,7.83
South Carolina,Orangeburg,2014,7.78
South Carolina,Orangeburg,2015,7.69
South Carolina,Orangeburg,2016,7.31
South Carolina,Orangeburg,2017,7.78
South Carolina,Orangeburg,2018,7.8
South Carolina,Orangeburg,2019,8.12
South Carolina,Orangeburg,2020,8.34
South Carolina,Orangeburg,2021,8.27
South Carolina,Orangeburg,2022,8.54
South Carolina,Orangeburg,2023,8.25
