State,County,Year,Median_Household_Income
South Carolina,Charleston,2015,60334.15
South Carolina,Charleston,2016,62311.04
South Carolina,Charleston,2017,64124.01
South Carolina,Charleston,2018,64550.03
South Carolina,Charleston,2019,65011.53
South Carolina,Charleston,2020,66425.5
South Carolina,Charleston,2021,67458.46
South Carolina,Charleston,2022,68164.23
South Carolina,Charleston,2023,69193.65
South Carolina,Charleston,2024,70474.01
South Carolina,Cherokee,2005,60063.54
South Carolina,Cherokee,2006,59943.7
South Carolina,Cherokee,2007,60388.65
South Carolina,Cherokee,2008,61812.53
South Carolina,Cherokee,2009,62965.55
South Carolina,Cherokee,2010,63405.71
South Carolina,Cherokee,2011,64351.64
South Carolina,Cherokee,2012,66043.09
South Carolina,Cherokee,2013,66231.34
South Carolina,Cherokee,2014,66851.59
South Carolina,Cherokee,2015,68340.21
South Carolina,Cherokee,2016,69408.99
South Carolina,Cherokee,2017,71161.57
South Carolina,Cherokee,2018,72505.86
South Carolina,Cherokee,2019,73965.46
South Carolina,Cherokee,2020,74630.46
South Carolina,Cherokee,2021,75810.3
South Carolina,Cherokee,2022,76642.54
South Carolina,Cherokee,2023,78235.01
South Carolina,Cherokee,2024,78038.91
South Carolina,Chester,2005,49023.8
South Carolina,Chester,2006,50275.83
South Carolina,Chester,2007,51606.53
South Carolina,Chester,2008,52311.89
South Carolina,Chester,2009,53126.43
South Carolina,Chester,2010,53834.43
South Carolina,Chester,2011,55270.29
South Carolina,Chester,2012,57046.17
South Carolina,Chester,2013,58167.93
South Carolina,Chester,2014,59468.39
South Carolina,Chester,2015,60671.66
South Carolina,Chester,2016,62040.53
South Carolina,Chester,2017,61733.29
South Carolina,Chester,2018,63185.1
South Carolina,Chester,2019,65162.06
South Carolina,Chester,2020,67051.59
South Carolina,Chester,2021,68125.61
South Carolina,Chester,2022,69930.08
South Carolina,Chester,2023,71088.23
South Carolina,Chester,2024,72963.48
South Carolina,Chesterfield,2005,51506.58
South Carolina,Chesterfield,2006,51902.75
South Carolina,Chesterfield,2007,53489.52
South Carolina,Chesterfield,2008,55101.13
South Carolina,Chesterfield,2009,55914.02
South Carolina,Chesterfield,2010,57016.63
South Carolina,Chesterfield,2011,57624.61
South Carolina,Chesterfield,2012,58221.64
South Carolina,Chesterfield,2013,58899.73
South Carolina,Chesterfield,2014,59616.57
South Carolina,Chesterfield,2015,60149.5
South Carolina,Chesterfield,2016,61501.82
South Carolina,Chesterfield,2017,62259.14
South Carolina,Chesterfield,2018,62958.39
South Carolina,Chesterfield,2019,63424.81
South Carolina,Chesterfield,2020,64326.66
South Carolina,Chesterfield,2021,64952.83
South Carolina,Chesterfield,2022,66312.64
South Carolina,Chesterfield,2023,66995.31
South Carolina,Chesterfield,2024,67079.13
South Carolina,Clarendon,2005,53178.27
South Carolina,Clarendon,2006,53728.08
South Carolina,Clarendon,2007,54559.24
South Carolina,Clarendon,2008,55126.29
South Carolina,Clarendon,2009,55743.98
South Carolina,Clarendon,2010,56695.83
South Carolina,Clarendon,2011,58107.4
South Carolina,Clarendon,2012,59650.45
South Carolina,Clarendon,2013,60280.48
South Carolina,Clarendon,2014,61137.57
South Carolina,Clarendon,2015,61993.29
South Carolina,Clarendon,2016,63095.42
South Carolina,Clarendon,2017,64147.01
South Carolina,Clarendon,2018,65614.08
South Carolina,Clarendon,2019,66502.38
South Carolina,Clarendon,2020,68169.85
South Carolina,Clarendon,2021,69542.34
South Carolina,Clarendon,2022,70225.14
South Carolina,Clarendon,2023,71092.28
South Carolina,Clarendon,2024,72129.78
South Carolina,Colleton,2005,50816.65
South Carolina,Colleton,2006,51944.35
South Carolina,Colleton,2007,52935.09
South Carolina,Colleton,2008,54309.88
South Carolina,Colleton,2009,54678.44
South Carolina,Colleton,2010,55988.74
South Carolina,Colleton,2011,56258.17
South Carolina,Colleton,2012,57129.87
South Carolina,Colleton,2013,58339.82
South Carolina,Colleton,2014,59137.65
South Carolina,Colleton,2015,59694.01
South Carolina,Colleton,2016,61294.64
South Carolina,Colleton,2017,61972.52
South Carolina,Colleton,2018,63755.83
South Carolina,Colleton,2019,64665.23
South Carolina,Colleton,2020,65490.17
South Carolina,Colleton,2021,66671.47
South Carolina,Colleton,2022,68067.98
South Carolina,Colleton,2023,68421.27
South Carolina,Colleton,2024,69493.41
South Carolina,Darlington,2005,41386.61
South Carolina,Darlington,2006,41313.22
South Carolina,Darlington,2007,42685.21
South Carolina,Darlington,2008,43052.63
South Carolina,Darlington,2009,44664.77
South Carolina,Darlington,2010,45094.71
South Carolina,Darlington,2011,45980.01
South Carolina,Darlington,2012,47148.54
South Carolina,Darlington,2013,48008.14
South Carolina,Darlington,2014,49896.98
South Carolina,Darlington,2015,51088.79
South Carolina,Darlington,2016,52504.15
South Carolina,Darlington,2017,53831.48
South Carolina,Darlington,2018,54930.15
South Carolina,Darlington,2019,55631.56
South Carolina,Darlington,2020,56092.86
South Carolina,Darlington,2021,57521.63
South Carolina,Darlington,2022,59099.47
South Carolina,Darlington,2023,59691.69
South Carolina,Darlington,2024,61122.12
South Carolina,Dillon,2005,46909.11
South Carolina,Dillon,2006,47892.72
South Carolina,Dillon,2007,49673.13
South Carolina,Dillon,2008,50978.32
South Carolina,Dillon,2009,51340.11
South Carolina,Dillon,2010,51331.27
South Carolina,Dillon,2011,52695.64
South Carolina,Dillon,2012,53858.46
South Carolina,Dillon,2013,54241.81
South Carolina,Dillon,2014,55177.69
South Carolina,Dillon,2015,56577.98
South Carolina,Dillon,2016,58098.45
South Carolina,Dillon,2017,58928.21
South Carolina,Dillon,2018,60123.59
South Carolina,Dillon,2019,60298.05
South Carolina,Dillon,2020,62236.04
South Carolina,Dillon,2021,64090.22
South Carolina,Dillon,2022,65585.81
South Carolina,Dillon,2023,66355.85
South Carolina,Dillon,2024,66071.87
South Carolina,Dorchester,2005,54483.19
South Carolina,Dorchester,2006,55591.04
South Carolina,Dorchester,2007,56475.18
South Carolina,Dorchester,2008,58409.3
South Carolina,Dorchester,2009,59118.67
South Carolina,Dorchester,2010,60694.65
South Carolina,Dorchester,2011,61524.22
South Carolina,Dorchester,2012,62029.39
South Carolina,Dorchester,2013,63328.49
South Carolina,Dorchester,2014,63676.95
South Carolina,Dorchester,2015,64514.44
South Carolina,Dorchester,2016,65363.63
South Carolina,Dorchester,2017,64930.56
South Carolina,Dorchester,2018,65866.34
South Carolina,Dorchester,2019,68082.79
South Carolina,Dorchester,2020,69092.14
South Carolina,Dorchester,2021,69890.09
South Carolina,Dorchester,2022,71162.23
South Carolina,Dorchester,2023,71903.59
South Carolina,Dorchester,2024,73476.51
South Carolina,Edgefield,2005,51731.24
South Carolina,Edgefield,2006,51846.87
South Carolina,Edgefield,2007,53202.41
South Carolina,Edgefield,2008,54768.06
South Carolina,Edgefield,2009,55525.2
South Carolina,Edgefield,2010,56683.3
South Carolina,Edgefield,2011,57312.33
South Carolina,Edgefield,2012,57297.33
South Carolina,Edgefield,2013,58591.21
South Carolina,Edgefield,2014,59230.17
South Carolina,Edgefield,2015,60053.79
South Carolina,Edgefield,2016,61315.15
South Carolina,Edgefield,2017,63115.54
South Carolina,Edgefield,2018,64605.25
South Carolina,Edgefield,2019,64643.72
South Carolina,Edgefield,2020,65963.99
South Carolina,Edgefield,2021,66977.71
South Carolina,Edgefield,2022,68448.85
South Carolina,Edgefield,2023,69603.33
South Carolina,Edgefield,2024,70396.19
South Carolina,Fairfield,2005,54012.02
South Carolina,Fairfield,2006,55749.74
South Carolina,Fairfield,2007,55928.94
South Carolina,Fairfield,2008,56496.65
South Carolina,Fairfield,2009,57670.76
South Carolina,Fairfield,2010,58339.54
South Carolina,Fairfield,2011,59964.69
South Carolina,Fairfield,2012,60980.33
South Carolina,Fairfield,2013,62102.01
South Carolina,Fairfield,2014,62517.34
South Carolina,Fairfield,2015,64295.08
South Carolina,Fairfield,2016,65129.1
South Carolina,Fairfield,2017,66649.63
South Carolina,Fairfield,2018,66564.03
South Carolina,Fairfield,2019,68077.39
South Carolina,Fairfield,2020,69273.96
South Carolina,Fairfield,2021,69691.21
South Carolina,Fairfield,2022,70512.04
South Carolina,Fairfield,2023,71928.05
South Carolina,Fairfield,2024,72981.59
South Carolina,Florence,2005,45698.58
South Carolina,Florence,2006,46196.65
South Carolina,Florence,2007,47679.03
South Carolina,Florence,2008,47593.17
South Carolina,Florence,2009,48486.24
South Carolina,Florence,2010,50010.58
South Carolina,Florence,2011,50662.05
South Carolina,Florence,2012,51089.15
South Carolina,Florence,2013,52009.9
South Carolina,Florence,2014,52501.83
South Carolina,Florence,2015,53129.33
South Carolina,Florence,2016,54351.56
South Carolina,Florence,2017,56668.38
South Carolina,Florence,2018,58325.28
South Carolina,Florence,2019,58218.77
South Carolina,Florence,2020,58716.07
South Carolina,Florence,2021,59048.26
South Carolina,Florence,2022,59649.37
South Carolina,Florence,2023,59537.52
South Carolina,Florence,2024,60528.83
South Carolina,Georgetown,2005,42881.02
South Carolina,Georgetown,2006,43952.77
South Carolina,Georgetown,2007,44117.76
South Carolina,Georgetown,2008,44356.58
South Carolina,Georgetown,2009,45830.36
South Carolina,Georgetown,2010,46837.61
South Carolina,Georgetown,2011,48274.45
South Carolina,Georgetown,2012,49187.53
South Carolina,Georgetown,2013,49912.76
South Carolina,Georgetown,2014,50638.29
South Carolina,Georgetown,2015,51252.53
South Carolina,Georgetown,2016,52178.59
South Carolina,Georgetown,2017,52909.79
South Carolina,Georgetown,2018,55074.99
South Carolina,Georgetown,2019,55505.22
South Carolina,Georgetown,2020,55202.66
South Carolina,Georgetown,2021,56578.22
South Carolina,Georgetown,2022,57878.34
South Carolina,Georgetown,2023,59643.76
South Carolina,Georgetown,2024,60002.18
South Carolina,Greenville,2005,42799.58
South Carolina,Greenville,2006,44021.91
South Carolina,Greenville,2007,45159.82
South Carolina,Greenville,2008,45983.66
South Carolina,Greenville,2009,46326.38
South Carolina,Greenville,2010,47141.23
South Carolina,Greenville,2011,48492.03
South Carolina,Greenville,2012,50167.09
South Carolina,Greenville,2013,51675.45
South Carolina,Greenville,2014,52600.02
South Carolina,Greenville,2015,52780.16
South Carolina,Greenville,2016,53787.72
South Carolina,Greenville,2017,55145.38
South Carolina,Greenville,2018,55759.31
South Carolina,Greenville,2019,56358.2
South Carolina,Greenville,2020,57474.25
South Carolina,Greenville,2021,58930.35
South Carolina,Greenville,2022,60320.13
South Carolina,Greenville,2023,61595.3
South Carolina,Greenville,2024,62365.54
South Carolina,Greenwood,2005,49429.45
South Carolina,Greenwood,2006,50776.88
South Carolina,Greenwood,2007,52614.26
South Carolina,Greenwood,2008,53984.23
South Carolina,Greenwood,2009,55002.8
South Carolina,Greenwood,2010,56437.43
South Carolina,Greenwood,2011,57105.01
South Carolina,Greenwood,2012,58108.13
South Carolina,Greenwood,2013,59384.05
South Carolina,Greenwood,2014,60331.06
South Carolina,Greenwood,2015,61403.97
South Carolina,Greenwood,2016,61672.8
South Carolina,Greenwood,2017,63060.67
South Carolina,Greenwood,2018,64925.11
South Carolina,Greenwood,2019,66075.03
South Carolina,Greenwood,2020,66654.18
South Carolina,Greenwood,2021,67294.32
South Carolina,Greenwood,2022,67986.06
South Carolina,Greenwood,2023,68994.08
South Carolina,Greenwood,2024,69844.57
South Carolina,Hampton,2005,48285.72
South Carolina,Hampton,2006,50034.75
South Carolina,Hampton,2007,50804.56
South Carolina,Hampton,2008,52404.64
South Carolina,Hampton,2009,53391.9
South Carolina,Hampton,2010,54641.9
South Carolina,Hampton,2011,56078.24
South Carolina,Hampton,2012,56846.4
South Carolina,Hampton,2013,58505.83
South Carolina,Hampton,2014,59852.08
South Carolina,Hampton,2015,60698.04
South Carolina,Hampton,2016,61530.33
South Carolina,Hampton,2017,62790.65
South Carolina,Hampton,2018,63394.26
South Carolina,Hampton,2019,65137.25
South Carolina,Hampton,2020,66175.59
South Carolina,Hampton,2021,67312.49
South Carolina,Hampton,2022,68022.21
South Carolina,Hampton,2023,69213.58
South Carolina,Hampton,2024,70447.07
South Carolina,Horry,2005,56822.55
South Carolina,Horry,2006,57729.11
South Carolina,Horry,2007,57959.95
South Carolina,Horry,2008,58749.62
South Carolina,Horry,2009,59788.7
South Carolina,Horry,2010,61316.31
South Carolina,Horry,2011,62600.41
South Carolina,Horry,2012,63777.26
South Carolina,Horry,2013,64237.05
South Carolina,Horry,2014,65826.44
South Carolina,Horry,2015,66096.64
South Carolina,Horry,2016,67818.67
South Carolina,Horry,2017,69042.82
South Carolina,Horry,2018,69702.06
South Carolina,Horry,2019,70020.68
South Carolina,Horry,2020,70831.68
South Carolina,Horry,2021,72197.94
South Carolina,Horry,2022,73589.36
South Carolina,Horry,2023,74034.66
South Carolina,Horry,2024,75043.41
South Carolina,Jasper,2005,44194.96
South Carolina,Jasper,2006,45660.79
South Carolina,Jasper,2007,46431.05
South Carolina,Jasper,2008,48069.01
South Carolina,Jasper,2009,49398.1
South Carolina,Jasper,2010,50171.74
South Carolina,Jasper,2011,51415.68
South Carolina,Jasper,2012,52764.05
South Carolina,Jasper,2013,53589.29
South Carolina,Jasper,2014,54723.74
South Carolina,Jasper,2015,56113.85
South Carolina,Jasper,2016,57943.48
South Carolina,Jasper,2017,58820.57
South Carolina,Jasper,2018,60211.1
South Carolina,Jasper,2019,61035.55
South Carolina,Jasper,2020,62130.27
South Carolina,Jasper,2021,62750.02
South Carolina,Jasper,2022,62812.47
South Carolina,Jasper,2023,64099.65
South Carolina,Jasper,2024,64283.41
South Carolina,Kershaw,2005,55512.07
South Carolina,Kershaw,2006,57026.57
South Carolina,Kershaw,2007,58262.52
South Carolina,Kershaw,2008,59174.33
South Carolina,Kershaw,2009,60245.82
South Carolina,Kershaw,2010,60827.28
South Carolina,Kershaw,2011,61643.8
South Carolina,Kershaw,2012,62383.15
South Carolina,Kershaw,2013,62673.72
South Carolina,Kershaw,2014,63801.79
South Carolina,Kershaw,2015,65569.64
South Carolina,Kershaw,2016,66716.86
South Carolina,Kershaw,2017,67153.47
South Carolina,Kershaw,2018,67834.28
South Carolina,Kershaw,2019,68705.81
South Carolina,Kershaw,2020,69510.99
South Carolina,Kershaw,2021,70098.87
South Carolina,Kershaw,2022,71188.39
South Carolina,Kershaw,2023,71260.31
South Carolina,Kershaw,2024,71729.94
South Carolina,Lancaster,2005,58709.92
South Carolina,Lancaster,2006,60101.89
South Carolina,Lancaster,2007,60849.3
South Carolina,Lancaster,2008,62002.36
South Carolina,Lancaster,2009,63629.02
South Carolina,Lancaster,2010,65172.72
South Carolina,Lancaster,2011,65911.22
South Carolina,Lancaster,2012,65696.15
South Carolina,Lancaster,2013,66530.5
South Carolina,Lancaster,2014,67462.81
South Carolina,Lancaster,2015,67871.64
South Carolina,Lancaster,2016,69880.36
South Carolina,Lancaster,2017,70369.38
South Carolina,Lancaster,2018,71186.77
South Carolina,Lancaster,2019,72529.02
South Carolina,Lancaster,2020,73480.72
South Carolina,Lancaster,2021,73937.47
South Carolina,Lancaster,2022,75113.22
South Carolina,Lancaster,2023,76560.44
South Carolina,Lancaster,2024,77061.83
South Carolina,Laurens,2005,57965.29
South Carolina,Laurens,2006,58700.93
South Carolina,Laurens,2007,59334.1
South Carolina,Laurens,2008,59899.43
South Carolina,Laurens,2009,60499.65
South Carolina,Laurens,2010,61339.04
South Carolina,Laurens,2011,62497.76
South Carolina,Laurens,2012,64193.01
South Carolina,Laurens,2013,65859.5
South Carolina,Laurens,2014,67444.15
South Carolina,Laurens,2015,68593.19
South Carolina,Laurens,2016,70026.67
South Carolina,Laurens,2017,71557.4
South Carolina,Laurens,2018,72445.93
South Carolina,Laurens,2019,73376.54
South Carolina,Laurens,2020,74485.84
South Carolina,Laurens,2021,74771.39
South Carolina,Laurens,2022,75615.17
South Carolina,Laurens,2023,75691.79
South Carolina,Laurens,2024,77056.79
South Carolina,Lee,2005,43502.2
South Carolina,Lee,2006,44524.67
South Carolina,Lee,2007,45459.37
South Carolina,Lee,2008,46307.53
South Carolina,Lee,2009,47296.61
South Carolina,Lee,2010,48234.12
South Carolina,Lee,2011,48853.88
South Carolina,Lee,2012,49902.48
South Carolina,Lee,2013,51217.33
South Carolina,Lee,2014,51319.36
South Carolina,Lee,2015,52143.7
South Carolina,Lee,2016,54199.98
South Carolina,Lee,2017,54888.86
South Carolina,Lee,2018,56078.36
South Carolina,Lee,2019,57562.29
South Carolina,Lee,2020,57948.45
South Carolina,Lee,2021,59857.39
South Carolina,Lee,2022,60468.28
South Carolina,Lee,2023,61181.46
South Carolina,Lee,2024,63222.94
South Carolina,Lexington,2005,50333.61
South Carolina,Lexington,2006,50239.28
South Carolina,Lexington,2007,52029.82
South Carolina,Lexington,2008,52914.38
South Carolina,Lexington,2009,54194.12
South Carolina,Lexington,2010,55696.44
South Carolina,Lexington,2011,56968.55
South Carolina,Lexington,2012,57489.88
South Carolina,Lexington,2013,58832.28
South Carolina,Lexington,2014,59312.08
South Carolina,Lexington,2015,60180.07
South Carolina,Lexington,2016,61611.48
South Carolina,Lexington,2017,62895.74
South Carolina,Lexington,2018,64115.57
South Carolina,Lexington,2019,64516.19
South Carolina,Lexington,2020,65675.2
South Carolina,Lexington,2021,67181.59
South Carolina,Lexington,2022,67513.48
South Carolina,Lexington,2023,68954.14
South Carolina,Lexington,2024,70374.71
South Carolina,McCormick,2005,48487.21
South Carolina,McCormick,2006,49648.91
South Carolina,McCormick,2007,50857.51
South Carolina,McCormick,2008,51212.67
South Carolina,McCormick,2009,53105.14
South Carolina,McCormick,2010,54114.36
South Carolina,McCormick,2011,55209.53
South Carolina,McCormick,2012,56257.52
South Carolina,McCormick,2013,58320.58
South Carolina,McCormick,2014,58730.18
South Carolina,McCormick,2015,59972.68
South Carolina,McCormick,2016,60707.01
South Carolina,McCormick,2017,62418.3
South Carolina,McCormick,2018,63566.39
South Carolina,McCormick,2019,64646.61
South Carolina,McCormick,2020,65930.13
South Carolina,McCormick,2021,67025.82
South Carolina,McCormick,2022,68579.34
South Carolina,McCormick,2023,69839.1
South Carolina,McCormick,2024,71109.81
South Carolina,Marion,2005,54570.54
South Carolina,Marion,2006,55632.88
South Carolina,Marion,2007,56071.14
South Carolina,Marion,2008,58134.86
South Carolina,Marion,2009,58869.97
South Carolina,Marion,2010,60560.58
South Carolina,Marion,2011,61471.56
South Carolina,Marion,2012,62170.46
South Carolina,Marion,2013,64588.38
South Carolina,Marion,2014,66028.37
South Carolina,Marion,2015,67009.1
South Carolina,Marion,2016,67254.63
South Carolina,Marion,2017,68197.81
South Carolina,Marion,2018,70011.28
South Carolina,Marion,2019,69997.54
South Carolina,Marion,2020,70962.46
South Carolina,Marion,2021,72651.0
South Carolina,Marion,2022,73409.12
South Carolina,Marion,2023,75475.4
South Carolina,Marion,2024,76696.51
South Carolina,Marlboro,2005,48581.78
South Carolina,Marlboro,2006,50674.96
South Carolina,Marlboro,2007,52084.18
South Carolina,Marlboro,2008,53762.96
South Carolina,Marlboro,2009,54300.72
South Carolina,Marlboro,2010,54882.91
South Carolina,Marlboro,2011,56227.68
South Carolina,Marlboro,2012,57061.46
South Carolina,Marlboro,2013,58953.86
South Carolina,Marlboro,2014,59471.73
South Carolina,Marlboro,2015,60330.26
South Carolina,Marlboro,2016,61715.71
South Carolina,Marlboro,2017,62449.17
South Carolina,Marlboro,2018,63894.64
South Carolina,Marlboro,2019,65086.41
South Carolina,Marlboro,2020,65210.46
South Carolina,Marlboro,2021,66073.15
South Carolina,Marlboro,2022,67318.29
South Carolina,Marlboro,2023,68207.57
South Carolina,Marlboro,2024,68894.12
South Carolina,Newberry,2005,51344.69
South Carolina,Newberry,2006,51880.75
South Carolina,Newberry,2007,53327.3
South Carolina,Newberry,2008,54738.53
South Carolina,Newberry,2009,55482.17
South Carolina,Newberry,2010,56101.64
South Carolina,Newberry,2011,56482.23
South Carolina,Newberry,2012,57897.71
South Carolina,Newberry,2013,59529.33
South Carolina,Newberry,2014,60360.17
South Carolina,Newberry,2015,61712.87
South Carolina,Newberry,2016,62210.86
South Carolina,Newberry,2017,63375.52
South Carolina,Newberry,2018,65823.25
South Carolina,Newberry,2019,67089.67
South Carolina,Newberry,2020,68083.38
South Carolina,Newberry,2021,69278.79
South Carolina,Newberry,2022,69362.66
South Carolina,Newberry,2023,70207.55
South Carolina,Newberry,2024,71302.88
South Carolina,Oconee,2005,41287.41
