State,County,Year,Unemployment_Rate
Virginia,Henrico,2016,5.5
Virginia,Henrico,2017,5.37
Virginia,Henrico,2018,5.99
Virginia,Henrico,2019,5.93
Virginia,Henrico,2020,5.53
Virginia,Henrico,2021,5.47
Virginia,Henrico,2022,4.96
Virginia,Henrico,2023,5.19
Virginia,Henrico,2024,4.96
Virginia,Loudoun,2005,4.54
Virginia,Loudoun,2006,4.04
Virginia,Loudoun,2007,3.85
Virginia,Loudoun,2008,3.78
Virginia,Loudoun,2009,3.33
Virginia,Loudoun,2010,2.99
Virginia,Loudoun,2011,3.21
Virginia,Loudoun,2012,2.9
Virginia,Loudoun,2013,2.71
Virginia,Loudoun,2014,2.73
Virginia,Loudoun,2015,2.79
Virginia,Loudoun,2016,2.88
Virginia,Loudoun,2017,2.99
Virginia,Loudoun,2018,2.73
Virginia,Loudoun,2019,3.15
Virginia,Loudoun,2020,3.44
Virginia,Loudoun,2021,3.38
Virginia,Loudoun,2022,3.85
Virginia,Loudoun,2023,4.1
Virginia,Loudoun,2024,3.98
Virginia,Chesterfield,2005,6.3
Virginia,Chesterfield,2006,6.49
Virginia,Chesterfield,2007,6.63
Virginia,Chesterfield,2008,6.71
Virginia,Chesterfield,2009,6.82
Virginia,Chesterfield,2010,6.85
Virginia,Chesterfield,2011,6.95
Virginia,Chesterfield,2012,6.56
Virginia,Chesterfield,2013,6.68
Virginia,Chesterfield,2014,6.56
Virginia,Chesterfield,2015,6.64
Virginia,Chesterfield,2016,6.28
Virginia,Chesterfield,2017,6.34
Virginia,Chesterfield,2018,6.17
Virginia,Chesterfield,2019,6.86
Virginia,Chesterfield,2020,6.79
Virginia,Chesterfield,2021,6.87
Virginia,Chesterfield,2022,6.92
Virginia,Chesterfield,2023,7.1
Virginia,Chesterfield,2024,6.94
Virginia,Roanoke,2005,4.82
Virginia,Roanoke,2006,4.72
Virginia,Roanoke,2007,4.77
Virginia,Roanoke,2008,4.6
Virginia,Roanoke,2009,4.57
Virginia,Roanoke,2010,4.26
Virginia,Roanoke,2011,4.31
Virginia,Roanoke,2012,4.26
Virginia,Roanoke,2013,3.76
Virginia,Roanoke,2014,4.28
Virginia,Roanoke,2015,4.5
Virginia,Roanoke,2016,4.34
Virginia,Roanoke,2017,4.47
Virginia,Roanoke,2018,4.79
Virginia,Roanoke,2019,5.11
Virginia,Roanoke,2020,5.29
Virginia,Roanoke,2021,4.91
Virginia,Roanoke,2022,4.88
Virginia,Roanoke,2023,4.71
Virginia,Roanoke,2024,4.59
South Carolina,Charleston,2005,6.18
South Carolina,Charleston,2006,6.54
South Carolina,Charleston,2007,7.32
South Carolina,Charleston,2008,7.56
South Carolina,Charleston,2009,7.93
South Carolina,Charleston,2010,8.32
South Carolina,Charleston,2011,8.3
South Carolina,Charleston,2012,7.82
South Carolina,Charleston,2013,7.44
South Carolina,Charleston,2014,7.74
South Carolina,Charleston,2015,7.46
South Carolina,Charleston,2016,7.8
South Carolina,Charleston,2017,7.72
South Carolina,Charleston,2018,8.1
South Carolina,Charleston,2019,7.75
South Carolina,Charleston,2020,8.25
South Carolina,Charleston,2021,8.4
South Carolina,Charleston,2022,7.93
South Carolina,Charleston,2023,8.18
South Carolina,Charleston,2024,7.93
South Carolina,Greenville,2005,6.04
South Carolina,Greenville,2006,5.95
South Carolina,Greenville,2007,5.71
South Carolina,Greenville,2008,6.01
South Carolina,Greenville,2009,6.07
South Carolina,Greenville,2010,6.2
South Carolina,Greenville,2011,5.58
South Carolina,Greenville,2012,5.66
South Carolina,Greenville,2013,5.6
South Carolina,Greenville,2014,6.01
South Carolina,Greenville,2015,5.8
South Carolina,Greenville,2016,5.8
South Carolina,Greenville,2017,5.49
South Carolina,Greenville,2018,5.37
South Carolina,Greenville,2019,5.54
South Carolina,Greenville,2020,5.62
South Carolina,Greenville,2021,5.0
South Carolina,Greenville,2022,4.84
South Carolina,Greenville,2023,5.1
South Carolina,Greenville,2024,5.0
South Carolina,Richland,2005,7.73
South Carolina,Richland,2006,7.3
South Carolina,Richland,2007,7.48
South Carolina,Richland,2008,7.55
South Carolina,Richland,2009,7.56
South Carolina,Richland,2010,7.36
South Carolina,Richland,2011,7.06
South Carolina,Richland,2012,6.78
South Carolina,Richland,2013,6.75
South Carolina,Richland,2014,6.51
South Carolina,Richland,2015,5.95
South Carolina,Richland,2016,6.22
South Carolina,Richland,2017,6.47
South Carolina,Richland,2018,6.04
South Carolina,Richland,2019,5.85
South Carolina,Richland,2020,6.14
South Carolina,Richland,2021,6.05
South Carolina,Richland,2022,6.16
South Carolina,Richland,2023,6.58
South Carolina,Richland,2024,6.94
South Carolina,Spartanburg,2005,6.93
South Carolina,Spartanburg,2006,7.14
South Carolina,Spartanburg,2007,6.77
South Carolina,Spartanburg,2008,6.7
South Carolina,Spartanburg,2009,7.04
South Carolina,Spartanburg,2010,7.36
South Carolina,Spartanburg,2011,7.19
South Carolina,Spartanburg,2012,7.51
South Carolina,Spartanburg,2013,7.53
South Carolina,Spartanburg,2014,7.71
South Carolina,Spartanburg,2015,7.73
South Carolina,Spartanburg,2016,7.59
South Carolina,Spartanburg,2017,8.0
South Carolina,Spartanburg,2018,7.75
South Carolina,Spartanburg,2019,7.71
South Carolina,Spartanburg,2020,7.93
South Carolina,Spartanburg,2021,7.8
South Carolina,Spartanburg,2022,8.08
South Carolina,Spartanburg,2023,8.09
South Carolina,Spartanburg,2024,8.22
South Carolina,Horry,2005,7.64
South Carolina,Horry,2006,7.89
South Carolina,Horry,2007,8.09
South Carolina,Horry,2008,8.66
South Carolina,Horry,2009,8.96
South Carolina,Horry,2010,8.9
South Carolina,Horry,2011,9.23
South Carolina,Horry,2012,8.5
South Carolina,Horry,2013,8.46
South Carolina,Horry,2014,9.21
South Carolina,Horry,2015,8.97
South Carolina,Horry,2016,9.16
South Carolina,Horry,2017,9.26
South Carolina,Horry,2018,9.63
South Carolina,Horry,2019,9.67
South Carolina,Horry,2020,9.38
South Carolina,Horry,2021,8.89
South Carolina,Horry,2022,9.03
South Carolina,Horry,2023,9.21
South Carolina,Horry,2024,8.88
Tennessee,Davidson,2005,7.25
Tennessee,Davidson,2006,7.43
Tennessee,Davidson,2007,7.24
Tennessee,Davidson,2008,7.24
Tennessee,Davidson,2009,7.0
Tennessee,Davidson,2010,6.63
Tennessee,Davidson,2011,6.14
Tennessee,Davidson,2012,6.35
Tennessee,Davidson,2013,6.47
Tennessee,Davidson,2014,6.73
Tennessee,Davidson,2015,6.65
Tennessee,Davidson,2016,7.07
Tennessee,Davidson,2017,6.46
Tennessee,Davidson,2018,7.04
Tennessee,Davidson,2019,7.46
Tennessee,Davidson,2020,7.64
Tennessee,Davidson,2021,7.02
Tennessee,Davidson,2022,7.04
Tennessee,Davidson,2023,7.16
Tennessee,Davidson,2024,6.97
Tennessee,Knox,2005,7.28
Tennessee,Knox,2006,6.98
Tennessee,Knox,2007,7.27
Tennessee,Knox,2008,7.31
Tennessee,Knox,2009,6.98
Tennessee,Knox,2010,7.33
Tennessee,Knox,2011,7.42
Tennessee,Knox,2012,7.41
Tennessee,Knox,2013,7.61
Tennessee,Knox,2014,8.05
Tennessee,Knox,2015,7.94
Tennessee,Knox,2016,7.85
Tennessee,Knox,2017,8.34
Tennessee,Knox,2018,8.53
Tennessee,Knox,2019,8.43
Tennessee,Knox,2020,8.31
Tennessee,Knox,2021,7.8
Tennessee,Knox,2022,8.25
Tennessee,Knox,2023,7.77
Tennessee,Knox,2024,7.19
Tennessee,Shelby,2005,3.8
Tennessee,Shelby,2006,3.72
Tennessee,Shelby,2007,4.01
Tennessee,Shelby,2008,4.36
Tennessee,Shelby,2009,4.36
Tennessee,Shelby,2010,3.87
Tennessee,Shelby,2011,3.24
Tennessee,Shelby,2012,2.99
Tennessee,Shelby,2013,3.22
Tennessee,Shelby,2014,3.36
Tennessee,Shelby,2015,3.65
Tennessee,Shelby,2016,3.58
Tennessee,Shelby,2017,3.7
Tennessee,Shelby,2018,3.31
Tennessee,Shelby,2019,3.0
Tennessee,Shelby,2020,2.91
Tennessee,Shelby,2021,3.11
Tennessee,Shelby,2022,3.37
Tennessee,Shelby,2023,3.27
Tennessee,Shelby,2024,2.85
Tennessee,Hamilton,2005,7.04
Tennessee,Hamilton,2006,7.58
Tennessee,Hamilton,2007,7.34
Tennessee,Hamilton,2008,7.68
Tennessee,Hamilton,2009,7.69
Tennessee,Hamilton,2010,7.25
Tennessee,Hamilton,2011,6.72
Tennessee,Hamilton,2012,6.97
Tennessee,Hamilton,2013,6.96
Tennessee,Hamilton,2014,7.12
Tennessee,Hamilton,2015,7.12
Tennessee,Hamilton,2016,7.41
Tennessee,Hamilton,2017,6.96
Tennessee,Hamilton,2018,6.11
Tennessee,Hamilton,2019,6.23
Tennessee,Hamilton,2020,6.65
Tennessee,Hamilton,2021,6.83
Tennessee,Hamilton,2022,6.97
Tennessee,Hamilton,2023,7.19
Tennessee,Hamilton,2024,7.38
Tennessee,Rutherford,2005,7.22
Tennessee,Rutherford,2006,7.48
Tennessee,Rutherford,2007,7.69
Tennessee,Rutherford,2008,7.96
Tennessee,Rutherford,2009,7.54
Tennessee,Rutherford,2010,7.49
Tennessee,Rutherford,2011,7.48
Tennessee,Rutherford,2012,7.17
Tennessee,Rutherford,2013,7.48
Tennessee,Rutherford,2014,7.67
Tennessee,Rutherford,2015,8.15
Tennessee,Rutherford,2016,7.79
Tennessee,Rutherford,2017,7.74
Tennessee,Rutherford,2018,7.47
Tennessee,Rutherford,2019,7.93
Tennessee,Rutherford,2020,7.77
Tennessee,Rutherford,2021,7.23
Tennessee,Rutherford,2022,7.24
Tennessee,Rutherford,2023,7.99
Tennessee,Rutherford,2024,7.89
